KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,66240.0,4.567100534504613,134.33350000000002,134.3473,64140.0,70372.0,Echolocation,Pipistrellus pygmaeus,0.422,0.428,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_203000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,23040.0,8.081595475603509,102.5445,102.548,16875.0,38053.0,Echolocation,Plecotus auritus,0.203,0.407,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_204000.WAV,recover-20260212,UBNA_029,E18 Bridge
HF,45120.0,1.1978271841248753,204.4405,204.4537,44375.0,48729.0,Echolocation,Pipistrellus pipistrellus,0.218,0.321,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_204000.WAV,recover-20260212,UBNA_029,E18 Bridge
HF,67200.0,5.712230089690806,238.8345,238.85,64140.0,69324.0,Echolocation,Pipistrellus pygmaeus,0.365,0.372,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_204000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,23040.0,-7.974182640378016,41.0595,41.0738,22890.0,26838.0,Echolocation,Nyctalus leisleri,0.43,0.476,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_205000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,25920.0,-4.129078919845609,101.8035,101.8203,25468.0,29487.0,Echolocation,Nyctalus leisleri,0.323,0.407,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_205000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,25920.0,-1.956675623493205,180.6025,180.6194,24609.0,28751.0,Echolocation,Nyctalus leisleri,0.417,0.489,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_205000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,25920.0,0.8062624729987786,231.8265,231.8399,25468.0,29908.0,Echolocation,Nyctalus leisleri,0.21,0.318,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_205000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,23040.0,5.284678006240023,95.7025,95.7208,22890.0,27321.0,Echolocation,Nyctalus noctula,0.158,0.32,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_210000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,19200.0,7.218410429237553,110.1215,110.1465,17734.0,20495.0,Echolocation,Nyctalus noctula,0.233,0.309,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_210000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,19200.0,4.779972831382375,122.8295,122.8537,18593.0,21564.0,Echolocation,Nyctalus noctula,0.254,0.363,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_210000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,20160.0,12.759908855125923,126.1335,126.1395,13437.0,30207.0,Echolocation,Plecotus auritus,0.275,0.303,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_210000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,19200.0,11.777266853179626,174.1895,174.1983,15156.0,24034.0,Echolocation,Nyctalus noctula,0.105,0.325,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_211000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,22080.0,0.7401583554600276,26.4345,26.4543,21171.0,24995.0,Echolocation,Nyctalus noctula,0.167,0.336,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_212000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,16320.0,5.578500059710564,205.2105,205.2261,15156.0,18391.0,Echolocation,Nyctalus leisleri,0.247,0.315,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_213000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,21120.0,15.675275864928516,130.4605,130.4735,15156.0,21839.0,Echolocation,Nyctalus noctula,0.195,0.328,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_214000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,22080.0,1.9327301690615915,255.5165,255.5226,16015.0,29218.0,Echolocation,Plecotus auritus,0.252,0.347,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_222000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,22080.0,1.9186949736646577,295.5375,295.5437,16875.0,30282.0,Echolocation,Plecotus auritus,0.178,0.305,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_223000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,13440.0,6.496963297373394,96.5455,96.5572,12578.0,17551.0,Echolocation,Nyctalus leisleri,0.252,0.317,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_224000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,13440.0,17.00021109646875,105.5235,105.536,12578.0,17466.0,Echolocation,Nyctalus leisleri,0.22,0.322,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_224000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,19200.0,14.137953019381172,240.5075,240.5158,14296.0,25559.0,Echolocation,Eptesicus serotinus,0.153,0.412,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_224000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,21120.0,8.021189453780824,242.2155,242.228,20312.0,25730.0,Echolocation,Nyctalus noctula,0.254,0.377,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_224000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,21120.0,9.971003184031575,242.4865,242.4976,20312.0,26639.0,Echolocation,Nyctalus noctula,0.168,0.303,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_224000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,21120.0,10.386934132559666,242.5455,242.5565,19453.0,26687.0,Echolocation,Nyctalus noctula,0.265,0.408,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_224000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,21120.0,7.834851831663271,243.0225,243.0415,20312.0,24158.0,Echolocation,Nyctalus noctula,0.24,0.351,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_224000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,21120.0,15.47901879018127,244.6495,244.6627,19453.0,24803.0,Echolocation,Nyctalus noctula,0.268,0.371,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_224000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,21120.0,22.911008864681605,250.9605,250.9673,13437.0,29310.0,Echolocation,Plecotus auritus,0.251,0.39,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_224000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,21120.0,26.157671117065266,251.0205,251.0278,13437.0,27335.0,Echolocation,Plecotus auritus,0.194,0.475,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_224000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,20160.0,25.052535029934383,251.0815,251.0891,14296.0,28312.0,Echolocation,Plecotus auritus,0.197,0.424,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_224000.WAV,recover-20260212,UBNA_029,E18 Bridge
LF,20160.0,26.148267138306423,251.1495,251.1585,14296.0,24312.0,Echolocation,Nyctalus noctula,0.137,0.345,-1,192000.0,/mnt/ubna_data_07/recover-20260212/UBNA_029/20260205_224000.WAV,recover-20260212,UBNA_029,E18 Bridge
