KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,-2.739216153469898,41.0175,41.0279,64140.0,69148.0,Echolocation,Pipistrellus pygmaeus,0.354,0.361,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251030_225000.WAV,recover-20251113,UBNA_032,Carp Pond
HF,48000.0,4.533440309692458,59.3625,59.367000000000004,45234.0,55879.0,Echolocation,Pipistrellus pipistrellus,0.278,0.3,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251030_225000.WAV,recover-20251113,UBNA_032,Carp Pond
HF,46080.0,-2.408054191055446,71.1645,71.1701,45234.0,50914.0,Echolocation,Pipistrellus pipistrellus,0.315,0.325,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251030_225000.WAV,recover-20251113,UBNA_032,Carp Pond
HF,42240.0,3.120515914018564,284.1045,284.109,37500.0,45517.0,Echolocation,Barbastellus barbastellus,0.331,0.362,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251030_225000.WAV,recover-20251113,UBNA_032,Carp Pond
LF,24000.0,-1.4982475621432303,287.5055,287.5165,22031.0,28325.0,Echolocation,Nyctalus leisleri,0.199,0.312,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251030_225000.WAV,recover-20251113,UBNA_032,Carp Pond
HF,48960.0,1.3981155600952946,289.7785,289.7838,47812.0,54440.0,Echolocation,Pipistrellus pipistrellus,0.35,0.355,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251030_225000.WAV,recover-20251113,UBNA_032,Carp Pond
LF,23040.0,-0.1259347338214169,6.1395,6.1534,22890.0,26206.0,Echolocation,Nyctalus leisleri,0.318,0.363,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251030_230000.WAV,recover-20251113,UBNA_032,Carp Pond
HF,51840.0,7.137515148991289,50.5225,50.528,49531.0,56038.0,Echolocation,Pipistrellus pipistrellus,0.314,0.381,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251030_230000.WAV,recover-20251113,UBNA_032,Carp Pond
HF,51840.0,5.1561179905509,51.0805,51.0873,50390.0,55098.0,Echolocation,Pipistrellus pipistrellus,0.207,0.308,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251030_230000.WAV,recover-20251113,UBNA_032,Carp Pond
LF,25920.0,3.9335466848650933,199.2435,199.2596,25468.0,28882.0,Echolocation,Nyctalus leisleri,0.345,0.408,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251030_230000.WAV,recover-20251113,UBNA_032,Carp Pond
LF,25920.0,11.197099024348862,81.1555,81.1699,25468.0,29256.0,Echolocation,Nyctalus leisleri,0.272,0.337,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251030_231000.WAV,recover-20251113,UBNA_032,Carp Pond
LF,25920.0,8.840887674712729,114.0955,114.1074,25468.0,29310.0,Echolocation,Nyctalus leisleri,0.339,0.369,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251030_231000.WAV,recover-20251113,UBNA_032,Carp Pond
LF,22080.0,3.3815384112595837,232.9995,233.0171,22031.0,25872.0,Echolocation,Nyctalus leisleri,0.185,0.35,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251030_234000.WAV,recover-20251113,UBNA_032,Carp Pond
LF,20160.0,11.169648656859357,129.5375,129.553,20312.0,23000.0,Echolocation,Nyctalus leisleri,0.408,0.493,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251031_010000.WAV,recover-20251113,UBNA_032,Carp Pond
LF,25920.0,0.7921003961458761,246.8645,246.8755,25468.0,31160.0,Echolocation,Eptesicus serotinus,0.128,0.3,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251031_013000.WAV,recover-20251113,UBNA_032,Carp Pond
HF,47040.0,4.903304104425297,143.8545,143.8634,45234.0,60737.0,Echolocation,Pipistrellus pipistrellus,0.397,0.523,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251031_015000.WAV,recover-20251113,UBNA_032,Carp Pond
HF,48960.0,6.2345120221118036,144.1485,144.15879999999999,46093.0,62695.0,Echolocation,Pipistrellus pipistrellus,0.391,0.521,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_032/20251031_015000.WAV,recover-20251113,UBNA_032,Carp Pond
