KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,46080.0,5.868480412245452,186.8555,186.8619,45234.0,51673.0,Echolocation,Pipistrellus pipistrellus,0.297,0.303,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_203000.WAV,recover-20251210,UBNA_028,Central Pond
LF,25920.0,2.851173943827716,294.2005,294.2039,26328.0,50126.0,Echolocation,Myotis nattereri,0.202,0.334,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_204000.WAV,recover-20251210,UBNA_028,Central Pond
HF,23040.0,2.5896720893142646,295.3385,295.3433,21171.0,64617.0,Echolocation,Myotis nattereri,0.344,0.366,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_204000.WAV,recover-20251210,UBNA_028,Central Pond
HF,21120.0,8.318227299365606,295.5455,295.5501,17734.0,83947.0,Echolocation,Myotis nattereri,0.332,0.344,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_204000.WAV,recover-20251210,UBNA_028,Central Pond
HF,47040.0,7.45101546785802,0.0035,0.0083,23750.0,77510.0,Echolocation,Myotis nattereri,0.288,0.32,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,25920.0,2.7687564851199338,0.2345,0.2382,24609.0,55925.0,Echolocation,Myotis nattereri,0.276,0.342,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,21120.0,0.20974508739416145,1.2015,1.2075,22031.0,55439.0,Echolocation,Myotis nattereri,0.275,0.301,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,24960.0,3.4932393674983193,2.3255,2.3302,22890.0,63358.0,Echolocation,Myotis nattereri,0.317,0.348,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,20160.0,4.779924758458991,3.4885,3.4927,17734.0,64153.0,Echolocation,Myotis nattereri,0.34,0.353,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,21120.0,3.66685235707006,5.4725,5.4778,18593.0,77223.0,Echolocation,Myotis nattereri,0.35,0.364,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,22080.0,6.93384435523185,7.6385,7.6444,21171.0,73414.0,Echolocation,Myotis nattereri,0.332,0.347,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,24000.0,3.332848576438752,8.0815,8.0858,18593.0,60710.0,Echolocation,Myotis nattereri,0.387,0.409,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,24960.0,5.436134763209768,9.5035,9.5078,24609.0,56583.0,Echolocation,Myotis nattereri,0.283,0.329,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,25920.0,2.5441505262746373,10.0965,10.1022,23750.0,57288.0,Echolocation,Myotis nattereri,0.262,0.351,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,25920.0,7.304843910862791,15.7985,15.804,21171.0,61978.0,Echolocation,Myotis nattereri,0.349,0.363,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,21120.0,8.283071264124189,16.6015,16.6064,18593.0,84708.0,Echolocation,Myotis nattereri,0.355,0.368,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,59520.0,5.7134699674910685,20.6745,20.6799,58125.0,63226.0,Echolocation,Pipistrellus pygmaeus,0.353,0.356,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,22080.0,4.289074757252398,22.1325,22.1382,19453.0,64741.0,Echolocation,Myotis nattereri,0.41,0.441,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,31680.0,5.330026056725422,23.1135,23.118,24609.0,73253.0,Echolocation,Myotis nattereri,0.298,0.323,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,27840.0,2.186414708296692,23.6875,23.692,23750.0,57061.0,Echolocation,Myotis nattereri,0.319,0.367,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,35520.0,-0.23049394226286965,24.0035,24.0076,26328.0,72722.0,Echolocation,Myotis nattereri,0.196,0.335,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,24960.0,5.348964548683649,24.2615,24.266,22031.0,57026.0,Echolocation,Myotis nattereri,0.331,0.375,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,20160.0,12.810264318415506,24.5385,24.542,16875.0,76659.0,Echolocation,Myotis nattereri,0.338,0.355,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,29760.0,6.353230105853762,28.9725,28.976,25468.0,53959.0,Echolocation,Myotis nattereri,0.275,0.385,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,28800.0,1.8573468395190913,30.9785,30.9831,23750.0,60162.0,Echolocation,Myotis nattereri,0.28,0.307,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,45120.0,10.230087839284758,31.1005,31.1041,24609.0,77804.0,Echolocation,Myotis nattereri,0.369,0.419,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,21120.0,11.237834126446236,31.2655,31.2704,17734.0,59980.0,Echolocation,Myotis nattereri,0.396,0.412,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,26880.0,7.3833117995549,33.0925,33.0975,21171.0,64505.0,Echolocation,Myotis nattereri,0.323,0.354,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,27840.0,12.7461643994099,76.0645,76.0698,19453.0,71106.0,Echolocation,Myotis nattereri,0.314,0.323,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,48000.0,11.745466028376924,159.6015,159.611,46953.0,50725.0,Echolocation,Pipistrellus pipistrellus,0.321,0.375,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,23040.0,1.9461904719995218,190.1255,190.1296,22890.0,58485.0,Echolocation,Myotis nattereri,0.275,0.312,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
LF,22080.0,5.646154201290835,193.2595,193.2647,21171.0,56403.0,Echolocation,Myotis nattereri,0.285,0.305,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_205000.WAV,recover-20251210,UBNA_028,Central Pond
HF,23040.0,7.700955831977644,0.1355,0.1406,18593.0,75437.0,Echolocation,Myotis nattereri,0.342,0.35,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_210000.WAV,recover-20251210,UBNA_028,Central Pond
HF,20160.0,0.8949307581035497,0.6585,0.6629,22890.0,74823.0,Echolocation,Myotis nattereri,0.349,0.373,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_210000.WAV,recover-20251210,UBNA_028,Central Pond
HF,22080.0,2.168356026602559,1.1615,1.166,17734.0,77071.0,Echolocation,Myotis nattereri,0.301,0.316,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_210000.WAV,recover-20251210,UBNA_028,Central Pond
HF,33600.0,6.574383884454907,2.1235,2.1276,28046.0,60955.0,Echolocation,Myotis daubentonii,0.179,0.305,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_210000.WAV,recover-20251210,UBNA_028,Central Pond
HF,24000.0,1.3281639043524724,2.5345,2.5395,20312.0,64009.0,Echolocation,Myotis nattereri,0.291,0.304,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_210000.WAV,recover-20251210,UBNA_028,Central Pond
HF,20160.0,4.116971391920744,2.7655,2.7706,19453.0,84009.0,Echolocation,Myotis nattereri,0.341,0.353,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_210000.WAV,recover-20251210,UBNA_028,Central Pond
HF,28800.0,4.971621297458847,3.1965,3.2003,23750.0,55912.0,Echolocation,Myotis nattereri,0.226,0.315,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_210000.WAV,recover-20251210,UBNA_028,Central Pond
HF,37440.0,14.917905408408405,3.3175,3.3227,22031.0,88205.0,Echolocation,Myotis nattereri,0.455,0.477,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_210000.WAV,recover-20251210,UBNA_028,Central Pond
HF,24000.0,4.563799894018092,4.2795,4.2843,22031.0,78800.0,Echolocation,Myotis nattereri,0.469,0.489,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_210000.WAV,recover-20251210,UBNA_028,Central Pond
HF,20160.0,3.008381887740841,4.2985,4.3026,17734.0,78364.0,Echolocation,Myotis nattereri,0.363,0.38,-1,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_028/20251203_210000.WAV,recover-20251210,UBNA_028,Central Pond
