Time (UTC),07/10/25,07/11/25,07/12/25,07/13/25,07/14/25,07/15/25,07/16/25,07/17/25,07/18/25,07/19/25,07/20/25,07/21/25
00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012655555555555533
03:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:30,,0.0,0.0,0.0,0.0,0.0,4.405255555555557,1.638911111111111,0.0,0.0,0.0,0.0
05:00,,1.3581222222222225,0.0,0.16805555555555554,1.5280222222222222,1.1166666666666667,1.010688888888889,1.864133222222222,1.2121222222222223,6.414577777777777,4.521733333333334,1.2318444444444443
05:30,,5.4447333333333345,4.594888888888889,0.20907777777777778,2.8188,2.4330666666666665,10.820244333333335,1.2140888888888888,2.3405888888888886,9.176200000000001,7.275588777777777,2.9214888888888884
06:00,,8.502599888888888,0.3311444444444444,0.3325222222222223,0.9273666666666666,1.7136000000000002,1.214511111111111,0.0,0.7899666666666668,13.472244444444447,0.0,0.4534
06:30,,0.05875555555555553,0.5635222222222221,1.569311111111111,0.7662666666666667,0.19264444444444442,2.3260888888888887,2.645988888888889,2.191288888888889,17.006866666666667,1.3054,3.839988888888888
07:00,,0.0,3.927055555555555,0.7144,1.1811666666666667,0.0,0.0,0.0,0.5677888888888888,24.540666666666667,0.0,0.0
07:30,,0.05769999999999997,1.1099555555555554,2.3040776666666667,0.0,0.0,0.3606777777777778,0.0,5.762277777777778,3.2106222222222223,0.0,0.16276666666666667
08:00,,0.0,0.0,3.7312443333333327,0.8137777777777777,0.7948333333333334,1.7844111111111112,0.0,25.360144444444444,0.0,0.0,1.2914333333333337
08:30,,0.0,1.2719000000000003,0.0,0.12865555555555555,0.7411111111111112,1.187388888888889,0.6374444444444443,0.07889999999999997,1.4899333333333333,0.0,0.0
09:00,,0.0,1.1824555555555556,1.7036555555555557,0.6378888888888888,1.4943,4.527066666666667,0.0,0.7869222222222222,0.0,0.0,0.0
09:30,,0.0,0.0,1.8514111111111113,1.2624222222222221,0.7880777777777777,0.6797666666666666,1.1487666666666667,3.9049777777777788,0.0,0.0,0.0
10:00,,0.0,1.7130888888888887,2.946988888888889,0.0,2.3062444444444448,0.0,2.646044444444444,0.0,1.3828555555555557,0.0,0.0
10:30,,1.9823222222222225,0.0,3.530644444444444,0.0,0.6898444444444443,0.0,0.0,0.0,0.0585111111111111,0.0,0.0
11:00,,0.0,0.0,0.0,0.0,1.2378,0.2104222222222222,0.0,0.9975222222222223,1.167022222222222,0.0,0.0
11:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020622222222222198
13:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:30,1.6592333333333336,0.0,0.0,1.1267666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:00,0.5839333333333333,0.0,0.0,0.0,0.0,0.11764444444444444,0.0,0.0,0.28817777777777775,0.0,0.0,0.0
20:30,0.0,0.0,0.0,0.0,0.1482888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
