Time (UTC),08/28/25,08/29/25,08/30/25,08/31/25,09/01/25,09/02/25
00:00,,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0
00:30,,0.06666666666666667,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,0.0,0.0,0.0
03:00,,0.0,0.0,0.0,0.06666666666666667,0.0
03:30,,100.93333333333334,27.73333333333333,207.19999999999996,139.0,29.8
04:00,,629.0666666666666,33.86666666666667,277.06666666666666,278.1333333333333,15.466666666666667
04:30,,306.8666666666667,79.6,117.86666666666667,26.933333333333337,25.133333333333336
05:00,,47.199999999999996,5.466666666666666,10.0,188.6,2.733333333333333
05:30,,2.4,3.7999999999999994,3.4,105.0,0.0
06:00,,4.0,0.0,1.8,14.333333333333334,2.1333333333333333
06:30,,19.599999999999998,1.4666666666666668,0.0,0.39999999999999997,7.2
07:00,,3.6,0.06666666666666667,0.0,0.8666666666666667,1.5333333333333332
07:30,,3.0,0.5333333333333333,0.0,1.4666666666666668,0.20000000000000004
08:00,,1.2666666666666666,0.5333333333333333,1.0,0.0,0.26666666666666666
08:30,,0.3333333333333333,3.0,11.866666666666665,0.0,0.13333333333333333
09:00,,0.0,0.39999999999999997,0.13333333333333333,1.0666666666666667,0.0
09:30,,0.06666666666666667,1.2666666666666666,0.26666666666666666,0.0,0.0
10:00,,0.26666666666666666,0.0,0.26666666666666666,1.0,0.6
10:30,,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,7.199999999999999
11:00,,0.0,0.26666666666666666,0.0,0.0,1.0
11:30,,0.19999999999999998,0.06666666666666667,0.39999999999999997,1.0666666666666667,0.0
12:00,,0.0,0.8000000000000002,0.06666666666666667,0.0,1.5999999999999999
12:30,,0.0,0.0,0.0,0.0,0.0
13:00,,0.0,0.0,0.0,0.0,0.0
13:30,,0.0,0.0,0.0,0.0,0.0
14:00,,0.0,0.0,0.0,0.0,0.0
14:30,,0.0,0.0,0.0,0.0,0.0
15:00,,0.0,0.0,0.0,0.0,0.0
15:30,,0.0,0.0,0.0,0.0,0.0
16:00,,0.06666666666666667,0.0,0.0,0.0,0.0
16:30,,0.0,0.0,0.0,0.0,0.0
17:00,,0.0,0.0,0.06666666666666667,0.0,0.0
17:30,,0.0,0.0,0.0,0.0,0.0
18:00,,0.0,0.0,0.0,0.0,0.0
18:30,0.4,0.0,0.0,0.0,0.0,0.0
19:00,2.1999999999999997,0.0,0.0,0.06666666666666667,0.0,0.0
19:30,2.3333333333333335,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667
20:00,0.0,0.0,0.0,0.0,0.0,0.0
20:30,0.0,0.0,0.0,0.0,0.0,0.0
21:00,0.0,0.0,0.0,0.0,0.0,0.0
21:30,0.0,0.0,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,0.06666666666666667,0.0,
23:00,0.06666666666666667,0.20000000000000004,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,
