Time (UTC),08/28/25,08/29/25,08/30/25,08/31/25,09/01/25,09/02/25
00:00,,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,0.0,0.0,0.0
03:00,,0.0,0.0,0.0,0.0,0.0
03:30,,0.0,1.3069333333333333,0.0,0.0,0.0
04:00,,0.21134444444444445,0.0,0.0,0.0,0.0
04:30,,0.0,0.4043999999999999,0.0,0.0,0.0
05:00,,0.24140000000000003,1.9667666666666666,0.0,0.31396666666666667,0.4561888888888888
05:30,,0.7275333333333333,0.7386666666666667,1.4084111111111108,0.30663333333333337,0.0
06:00,,0.03394444444444444,0.3731555555555555,0.0,2.018288888888889,0.0
06:30,,0.0,0.2047,0.5137887777777778,0.0,0.6633
07:00,,0.0,0.0,0.0,0.5874777777777778,0.0
07:30,,0.0489,0.05588888888888887,0.37168888888888896,0.5079555555555556,0.1527
08:00,,0.0,0.0,0.0,0.0,0.0
08:30,,0.0,0.6026444444444442,0.0,0.0,0.0
09:00,,0.0,0.7038333333333334,0.0,0.0,0.4253222222222222
09:30,,0.7128777777777778,0.0,0.0,0.0,0.0
10:00,,0.0,0.0,0.0,0.0,0.0
10:30,,0.0,0.0,0.0,0.5068444444444445,0.4202222222222222
11:00,,0.0,0.0,0.0,0.0,0.18794444444444447
11:30,,0.0,0.0,0.0,0.0,0.0
12:00,,0.0,0.061755555555555536,0.0,0.0,0.0
12:30,,0.0,0.0,0.0,0.0,0.0
13:00,,0.0,0.0,0.0,0.0,0.0
13:30,,0.0,0.0,0.0,0.0,0.0
14:00,,0.0,0.0,0.0,0.0,0.0
14:30,,0.0,0.0,0.0,0.0,0.0
15:00,,0.0,0.0,0.0,0.0,0.0
15:30,,0.0,0.0,0.0,0.0,0.0
16:00,,0.0,0.0,0.0,0.0,0.0
16:30,,0.0,0.0,0.0,0.0,0.0
17:00,,0.0,0.0,0.0,0.0,0.0
17:30,,0.0,0.0,0.0,0.0,0.0
18:00,,0.0,0.0,0.0,0.0,0.0
18:30,0.0,0.0,0.0,0.0,0.0,0.0
19:00,2.511711111111111,0.0,0.0,0.0,0.0,0.0
19:30,0.0,0.0,0.0,0.0,0.0,0.0
20:00,0.0,0.0,0.0,0.0,0.0,0.0
20:30,0.0,0.0,0.0,0.0,0.0,0.0
21:00,0.0,0.0,0.0,0.0,0.0,0.0
21:30,0.0,0.0,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.0,0.0,
