Time (UTC),08/28/25,08/29/25,08/30/25,08/31/25,09/01/25,09/02/25
00:00,,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,0.0,0.0,0.0
03:00,,0.0,0.0,0.0,0.0,0.0
03:30,,0.5555555555555556,1.6666666666666667,0.5555555555555556,0.0,1.111111111111111
04:00,,2.7777777777777772,1.6666666666666667,2.2222222222222223,1.111111111111111,0.5555555555555556
04:30,,2.7777777777777772,2.7777777777777772,1.111111111111111,0.0,0.5555555555555556
05:00,,0.5555555555555556,2.7777777777777772,0.0,2.7777777777777772,1.111111111111111
05:30,,1.111111111111111,2.2222222222222223,2.7777777777777772,0.5555555555555556,0.0
06:00,,0.5555555555555556,1.111111111111111,0.0,3.3333333333333335,0.0
06:30,,0.0,0.5555555555555556,1.111111111111111,0.0,3.3333333333333335
07:00,,0.0,0.0,0.0,1.6666666666666667,0.0
07:30,,0.5555555555555556,1.111111111111111,1.111111111111111,1.6666666666666667,0.5555555555555556
08:00,,0.0,0.0,0.5555555555555556,0.0,1.111111111111111
08:30,,0.0,1.111111111111111,0.0,0.0,0.0
09:00,,0.0,2.2222222222222223,0.0,0.0,1.111111111111111
09:30,,1.6666666666666667,0.5555555555555556,0.5555555555555556,0.0,0.0
10:00,,0.0,0.0,0.0,0.0,0.0
10:30,,0.0,0.0,0.0,1.111111111111111,1.111111111111111
11:00,,0.0,0.0,0.0,0.0,0.5555555555555556
11:30,,0.0,0.0,0.5555555555555556,0.0,0.0
12:00,,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556
12:30,,0.0,0.0,0.0,0.0,0.0
13:00,,0.0,0.0,0.0,0.0,0.0
13:30,,0.0,0.0,0.0,0.0,0.0
14:00,,0.0,0.0,0.0,0.0,0.0
14:30,,0.0,0.0,0.0,0.0,0.0
15:00,,0.0,0.0,0.0,0.0,0.0
15:30,,0.0,0.0,0.0,0.0,0.0
16:00,,0.0,0.0,0.0,0.0,0.0
16:30,,0.0,0.0,0.0,0.0,0.0
17:00,,0.0,0.0,0.0,0.0,0.0
17:30,,0.0,0.0,0.0,0.0,0.0
18:00,,0.0,0.0,0.0,0.0,0.0
18:30,0.0,0.0,0.0,0.0,0.0,0.0
19:00,12.22222222222222,0.0,0.0,0.0,0.0,0.0
19:30,0.0,0.0,0.0,0.0,0.0,0.0
20:00,0.0,0.0,0.0,0.0,0.0,0.0
20:30,0.0,0.0,0.0,0.0,0.0,0.0
21:00,0.0,0.0,0.0,0.0,0.0,0.0
21:30,0.0,0.0,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.0,0.0,
