date_and_time_UTC,activity_index,LFactivity_index,HFactivity_index
2025-08-21 18:40:00+00:00,,,
2025-08-21 18:50:00+00:00,0.0,0.0,0.0
2025-08-21 19:00:00+00:00,21.666666666666668,21.666666666666668,0.0
2025-08-21 19:10:00+00:00,0.0,0.0,0.0
2025-08-21 19:20:00+00:00,0.0,0.0,0.0
2025-08-21 19:30:00+00:00,23.333333333333332,23.333333333333332,0.0
2025-08-21 19:40:00+00:00,0.0,0.0,0.0
2025-08-21 19:50:00+00:00,0.0,0.0,0.0
2025-08-21 20:00:00+00:00,106.66666666666667,105.0,1.6666666666666667
2025-08-21 20:10:00+00:00,0.0,0.0,0.0
2025-08-21 20:20:00+00:00,0.0,0.0,0.0
2025-08-21 20:30:00+00:00,1.6666666666666667,1.6666666666666667,0.0
2025-08-21 20:40:00+00:00,0.0,0.0,0.0
2025-08-21 20:50:00+00:00,0.0,0.0,0.0
2025-08-21 21:00:00+00:00,0.0,0.0,0.0
2025-08-21 21:10:00+00:00,0.0,0.0,0.0
2025-08-21 21:20:00+00:00,0.0,0.0,0.0
2025-08-21 21:30:00+00:00,3.3333333333333335,3.3333333333333335,0.0
2025-08-21 21:40:00+00:00,0.0,0.0,0.0
2025-08-21 21:50:00+00:00,0.0,0.0,0.0
2025-08-21 22:00:00+00:00,0.0,0.0,0.0
2025-08-21 22:10:00+00:00,0.0,0.0,0.0
2025-08-21 22:20:00+00:00,0.0,0.0,0.0
2025-08-21 22:30:00+00:00,0.0,0.0,0.0
2025-08-21 22:40:00+00:00,0.0,0.0,0.0
2025-08-21 22:50:00+00:00,0.0,0.0,0.0
2025-08-21 23:00:00+00:00,0.0,0.0,0.0
2025-08-21 23:10:00+00:00,0.0,0.0,0.0
2025-08-21 23:20:00+00:00,0.0,0.0,0.0
2025-08-21 23:30:00+00:00,0.0,0.0,0.0
2025-08-21 23:40:00+00:00,0.0,0.0,0.0
2025-08-21 23:50:00+00:00,0.0,0.0,0.0
2025-08-22 00:00:00+00:00,1.6666666666666667,1.6666666666666667,0.0
2025-08-22 00:10:00+00:00,0.0,0.0,0.0
2025-08-22 00:20:00+00:00,0.0,0.0,0.0
2025-08-22 00:30:00+00:00,11.666666666666666,11.666666666666666,0.0
2025-08-22 00:40:00+00:00,0.0,0.0,0.0
2025-08-22 00:50:00+00:00,0.0,0.0,0.0
2025-08-22 01:00:00+00:00,0.0,0.0,0.0
2025-08-22 01:10:00+00:00,0.0,0.0,0.0
2025-08-22 01:20:00+00:00,0.0,0.0,0.0
2025-08-22 01:30:00+00:00,0.0,0.0,0.0
2025-08-22 01:40:00+00:00,0.0,0.0,0.0
2025-08-22 01:50:00+00:00,0.0,0.0,0.0
2025-08-22 02:00:00+00:00,0.0,0.0,0.0
2025-08-22 02:10:00+00:00,0.0,0.0,0.0
2025-08-22 02:20:00+00:00,0.0,0.0,0.0
2025-08-22 02:30:00+00:00,0.0,0.0,0.0
2025-08-22 02:40:00+00:00,0.0,0.0,0.0
2025-08-22 02:50:00+00:00,0.0,0.0,0.0
2025-08-22 03:00:00+00:00,0.0,0.0,0.0
2025-08-22 03:10:00+00:00,0.0,0.0,0.0
2025-08-22 03:20:00+00:00,0.0,0.0,0.0
