Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	0.0006666666666666	0.0	78720.0	-0.0825930322049666	0.0275	0.0677	68437	82860	Rhinolophus ferrumequinum	0.032	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	1	Waveform 1	1
HF	0.1557666666666666	76500.0	74880.0	-0.3711058908304538	0.1255	0.1634	68437	82101	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	2	Waveform 1	1
HF	0.2071666666666666	75000.0	74880.0	0.3029851464890571	0.1845	0.223	68437	82963	Rhinolophus ferrumequinum	0.025	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	3	Waveform 1	1
LF	0.2228666666666666	30000.0	29760.0	0.374677759108192	0.2225	0.2308	28906	41249	Eptesicus serotinus	0.008	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	4	Waveform 1	1
LF	0.2582666666666667	15750.0	16320.000000000002	7.564157246353127	0.2555	0.2754	16875	19618	Nyctalus noctula	0.024	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	5	Waveform 1	1
LF	0.2675	26250.0	24960.0	1.3664254271338994	0.2635	0.2705	25468	40280	Eptesicus serotinus	0.007	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	6	Waveform 1	1
LF	0.288	32250.0	32640.000000000004	-0.27130257336842	0.2855	0.294	28046	40120	Eptesicus serotinus	0.007	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	7	Waveform 1	1
LF	0.3056666666666666	22500.0	22080.0	-0.5877032899724451	0.3045	0.3225	21171	24551	Nyctalus leisleri	0.014	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	8	Waveform 1	1
HF	0.3445666666666666	81750.0	70080.0	-0.2028004758029797	0.3105	0.3481	68437	82198	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	9	Waveform 1	1
LF	0.3154666666666667	24750.0	24960.0	0.4604993416509664	0.3125	0.3182	24609	39773	Myotis nattereri	0.011	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	10	Waveform 1	1
LF	0.3312666666666667	33000.0	32640.000000000004	1.7224513973942872	0.3285	0.3379	30625	40855	Eptesicus serotinus	0.013	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	11	Waveform 1	1
LF	0.3554666666666666	29250.0	30720.0	0.068361036179358	0.3545	0.3622	28906	41124	Eptesicus serotinus	0.008	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	12	Waveform 1	1
LF	0.3878333333333333	23250.0	23040.0	-0.4515184385471493	0.3855	0.3965	22890	29249	Nyctalus leisleri	0.01	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	13	Waveform 1	1
HF	0.4165333333333333	80250.0	72000.0	0.4687763199054944	0.3885	0.4263	68437	82101	Rhinolophus ferrumequinum	0.03	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	14	Waveform 1	1
HF	0.4748666666666666	76500.0	78720.0	0.5213474651663809	0.4535	0.4933	68437	83089	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	15	Waveform 1	1
LF	0.4867999999999999	27750.0	26880.000000000004	-0.4597371232621036	0.4845	0.4932	26328	35247	Eptesicus serotinus	0.01	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	16	Waveform 1	1
LF	0.5164	18000.0	18240.0	5.328777893474818	0.5115	0.5316	18593	21607	Nyctalus noctula	0.012	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	17	Waveform 1	1
LF	0.5317333333333333	25500.0	28800.0	0.7087706780749161	0.5305	0.5391	26328	36327	Eptesicus serotinus	0.009	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	18	Waveform 1	1
HF	0.5874333333333334	76500.0	74880.0	-0.0526057808165512	0.5515	0.5919	68437	82909	Rhinolophus ferrumequinum	0.031	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	19	Waveform 1	1
LF	0.5612666666666667	24000.0	24960.0	0.994823048441593	0.5605	0.5684	24609	33654	Plecotus austriacus	0.006	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	20	Waveform 1	1
HF	0.6061000000000001	75750.0	75840.0	-0.3199042693745726	0.6015	0.6394	68437	81930	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	21	Waveform 1	1
LF	0.6637666666666666	26250.0	26880.000000000004	-0.2130462892736149	0.6595	0.6674	25468	38321	Eptesicus serotinus	0.008	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	22	Waveform 1	1
HF	0.6887	33750.0	36480.0	1.987652914736022	0.6805	0.6903	32343	44132	Eptesicus serotinus	0.007	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	23	Waveform 1	1
LF	0.7321666666666666	27750.0	28800.0	0.3024439786804771	0.7245	0.7325	28046	41205	Eptesicus serotinus	0.007	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	24	Waveform 1	1
LF	0.7433333333333334	29250.0	28800.0	2.1970948701836357	0.7415	0.7495	28046	40452	Eptesicus serotinus	0.007	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	25	Waveform 1	1
LF	0.7797999999999999	25500.0	26880.000000000004	0.2495363792179423	0.7765	0.7877	25468	29682	Nyctalus leisleri	0.011	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	26	Waveform 1	1
HF	0.8057333333333332	72000.0	69120.0	-0.2153917326897027	0.7795	0.8191	68437	82558	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	27	Waveform 1	1
HF	0.8547333333333333	72750.0	72000.0	0.268301977078571	0.8405	0.8746	68437	81657	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	28	Waveform 1	1
HF	0.8914666666666666	72000.0	72000.0	0.293157260888902	0.8795	0.9147	68437	81902	Rhinolophus ferrumequinum	0.021	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	29	Waveform 1	1
HF	0.9148333333333332	78750.0	71040.0	0.360408421468762	0.8965	0.9335	68437	82120	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	30	Waveform 1	1
HF	0.9010666666666668	42000.0	41280.0	0.6055038523003105	0.8985	0.9046	36640	44800	Barbastellus barbastellus	0.01	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	31	Waveform 1	1
LF	0.9363	26250.0	25920.0	0.3094817095877938	0.9355	0.9422	24609	34987	Plecotus austriacus	0.008	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	32	Waveform 1	1
LF	0.9660666666666669	29250.0	29760.0	0.1171808498104429	0.9565	0.9661	28046	36128	Eptesicus serotinus	0.01	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	33	Waveform 1	1
HF	0.9945666666666668	51750.0	51840.0	0.5674756912719319	0.9875	0.9996	49531	54128	Pipistrellus pipistrellus	0.017	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	34	Waveform 1	1
HF	1.0426666666666669	73500.0	80640.0	-1.0582412470651117	1.0115	1.0485	68437	82296	Rhinolophus ferrumequinum	0.022	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	35	Waveform 1	1
LF	1.0591333333333333	25500.0	25920.0	2.0496567134435772	1.0565	1.0637	25468	38094	Eptesicus serotinus	0.007	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	36	Waveform 1	1
HF	1.0971666666666668	71250.0	77760.0	0.3845802036389261	1.0925	1.128	68437	81297	Rhinolophus ferrumequinum	0.022	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	37	Waveform 1	1
LF	1.1189000000000002	21750.0	22080.0	-0.2490406872541517	1.1105	1.1236	22031	25984	Nyctalus leisleri	0.016	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	38	Waveform 1	1
HF	1.2395	69750.0	75840.0	0.1928323087428865	1.2035	1.2415	68437	82297	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	39	Waveform 1	1
LF	1.2594666666666667	36000.0	28800.0	0.4873372860645405	1.2575	1.2642	28046	42115	Eptesicus serotinus	0.007	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	40	Waveform 1	1
LF	1.3144333333333336	29250.0	32640.000000000004	-0.2110060735301555	1.3115	1.3219	28906	34386	Eptesicus serotinus	0.014	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	41	Waveform 1	1
HF	1.3562666666666665	73500.0	81600.0	0.1374632505418499	1.3535	1.3909	68437	82584	Rhinolophus ferrumequinum	0.037	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	42	Waveform 1	1
LF	1.3750999999999998	27750.0	26880.000000000004	0.5013572571645699	1.3715	1.3789	26328	39566	Eptesicus serotinus	0.006	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	43	Waveform 1	1
LF	1.4123	24750.0	24000.0	0.9210862883290204	1.4115	1.4182	24609	35318	Plecotus austriacus	0.009	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	44	Waveform 1	1
HF	1.457733333333333	81000.0	72000.0	1.1948343839838589	1.4465	1.4871	68437	82226	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	45	Waveform 1	1
LF	1.4745666666666668	24750.0	25920.0	-0.2458166917976437	1.4695	1.4801	25468	31969	Eptesicus serotinus	0.009	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	46	Waveform 1	1
LF	1.5112	31500.0	25920.0	0.4016411256597153	1.5105	1.5173	26328	37973	Eptesicus serotinus	0.008	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	47	Waveform 1	1
HF	1.5323000000000002	75750.0	71040.0	0.1589634867582061	1.5235	1.5607	68437	82028	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	48	Waveform 1	1
LF	1.5741666666666665	28500.0	24000.0	1.0463829978078718	1.5735	1.5815	24609	33804	Plecotus austriacus	0.007	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	49	Waveform 1	1
HF	1.6076	81750.0	81600.0	-0.3859259020661422	1.5745	1.6119	68437	82602	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	50	Waveform 1	1
LF	1.5990666666666666	40500.0	33600.0	-0.0397669105944362	1.5965	1.6026	28906	42986	Eptesicus serotinus	0.005	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	51	Waveform 1	1
HF	1.6865000000000003	67500.0	72000.0	-0.1103721482419548	1.6745	1.712	68437	82322	Rhinolophus ferrumequinum	0.025	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	52	Waveform 1	1
LF	1.7209999999999996	26250.0	37440.0	-0.372836325434225	1.7165	1.723	27187	41986	Eptesicus serotinus	0.007	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	53	Waveform 1	1
LF	1.743866666666667	27750.0	28800.0	1.2958460608958946	1.7365	1.7448	26328	35276	Eptesicus serotinus	0.009	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	54	Waveform 1	1
LF	1.7843333333333335	35250.0	30720.0	0.7427707738387053	1.7835	1.7925	28906	37687	Eptesicus serotinus	0.01	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	55	Waveform 1	1
HF	1.7959333333333332	59250.0	58560.0	1.1721652614445657	1.7945	1.8099	57265	63070	Pipistrellus pygmaeus	0.02	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220730_053000.WAV	56	Waveform 1	1
