Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
LF	0.004096	104492.1875	93120.0	-0.0451685944007596	0.0015	0.0286	93359	112703	Rhinolophus hipposideros	0.054	0.054	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	1	Waveform 1	1
LF	0.038144	95703.125	95040.0	-0.2839951752559115	0.0335	0.0639	93359	111585	Rhinolophus hipposideros	0.03	0.03	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	2	Waveform 1	1
LF	0.059628	96679.6875	95040.0	-0.2907090100031333	0.0545	0.0851	93359	111425	Rhinolophus hipposideros	0.027	0.027	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	3	Waveform 1	1
HF	0.068508	74218.75	75840.0	0.1244537821240809	0.0675	0.1067	68437	82101	Rhinolophus ferrumequinum	0.047	0.047	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	4	Waveform 1	1
LF	0.0851919999999999	96679.6875	95040.0	-0.1220659626062924	0.0735	0.1056	93359	110673	Rhinolophus hipposideros	0.082	0.082	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	5	Waveform 1	1
LF	0.1057359999999999	105468.75	95040.0	0.2290607468560231	0.1025	0.1332	93359	111133	Rhinolophus hipposideros	0.033	0.033	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	6	Waveform 1	1
HF	0.125324	71289.0625	69120.0	0.2074358868731873	0.1045	0.1427	68437	81884	Rhinolophus ferrumequinum	0.031	0.031	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	7	Waveform 1	1
LF	0.1366719999999999	98632.8125	94080.0	-0.2389763400754173	0.1185	0.1486	93359	111134	Rhinolophus hipposideros	0.034	0.034	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	8	Waveform 1	1
HF	0.173628	79101.5625	78720.0	0.1980228736899043	0.1355	0.1779	68437	83246	Rhinolophus ferrumequinum	0.032	0.032	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	9	Waveform 1	1
LF	0.2064239999999999	106445.3125	95040.0	-0.3468486230123908	0.1795	0.2116	93359	111102	Rhinolophus hipposideros	0.037	0.037	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	10	Waveform 1	1
LF	0.235896	98632.8125	95040.0	0.194440242719222	0.2235	0.254	93359	111375	Rhinolophus hipposideros	0.038	0.038	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	11	Waveform 1	1
LF	0.2485999999999999	110351.5625	95040.0	-0.1634750733799094	0.2365	0.2664	93359	110807	Rhinolophus hipposideros	0.032	0.032	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	12	Waveform 1	1
LF	0.269028	106445.3125	94080.0	-0.3404171478565618	0.2415	0.2721	93359	111116	Rhinolophus hipposideros	0.032	0.032	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	13	Waveform 1	1
HF	0.314344	73242.1875	73920.0	-0.2120457593473386	0.2805	0.3236	68437	83392	Rhinolophus ferrumequinum	0.038	0.038	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	14	Waveform 1	1
LF	0.296936	99609.375	95040.0	-0.0477243921014553	0.2935	0.324	93359	111578	Rhinolophus hipposideros	0.028	0.028	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	15	Waveform 1	1
LF	0.336136	108398.4375	95040.0	-0.2607585802969199	0.3105	0.3412	93359	111422	Rhinolophus hipposideros	0.038	0.038	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	16	Waveform 1	1
LF	0.350684	106445.3125	94080.0	-0.3971995290170002	0.3365	0.3679	93359	111456	Rhinolophus hipposideros	0.029	0.029	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	17	Waveform 1	1
LF	0.3680639999999999	97656.25	95040.0	0.0407762818963894	0.3505	0.383	93359	111243	Rhinolophus hipposideros	0.036	0.036	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	18	Waveform 1	1
LF	0.3799479999999999	30273.4375	30720.0	0.9734049409036948	0.3795	0.3879	28906	38294	Eptesicus serotinus	0.009	0.027	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	19	Waveform 1	1
LF	0.388132	23437.5	24000.0	1.414732110469965	0.3865	0.3973	22890	28028	Nyctalus leisleri	0.012	0.025	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	20	Waveform 1	1
LF	0.401412	98632.8125	94080.0	-0.1572051241207456	0.3915	0.4209	93359	111381	Rhinolophus hipposideros	0.028	0.028	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	21	Waveform 1	1
LF	0.4417479999999999	98632.8125	95040.0	-0.0794314229449756	0.4205	0.4529	93359	111277	Rhinolophus hipposideros	0.031	0.031	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	22	Waveform 1	1
HF	0.455332	76171.875	74880.0	0.4158433426273122	0.4375	0.4769	68437	82184	Rhinolophus ferrumequinum	0.038	0.038	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	23	Waveform 1	1
LF	0.4989359999999999	32226.5625	36480.0	0.0995105749853261	0.4975	0.5076	28906	36528	Eptesicus serotinus	0.015	0.033	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	24	Waveform 1	1
LF	0.5155199999999999	101562.5	95040.0	-0.0680809580386512	0.5085	0.539	93359	111096	Rhinolophus hipposideros	0.037	0.037	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	25	Waveform 1	1
HF	0.5660519999999999	72265.625	73920.0	-0.3364567654004892	0.5295	0.5681	68437	82167	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	26	Waveform 1	1
LF	0.5335399999999999	107421.875	94080.0	0.194995768514319	0.5325	0.5645	93359	111001	Rhinolophus hipposideros	0.053	0.053	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	27	Waveform 1	1
LF	0.580272	94726.5625	95040.0	-0.1346250054699625	0.5625	0.593	93359	110683	Rhinolophus hipposideros	0.042	0.042	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	28	Waveform 1	1
LF	0.6055320000000001	23437.5	23040.0	1.4658100069522146	0.6005	0.6079	22890	31741	Plecotus austriacus	0.019	0.034	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	29	Waveform 1	1
LF	0.6207640000000001	94726.5625	95040.0	-0.6913517908917988	0.6015	0.6323	93359	111743	Rhinolophus hipposideros	0.029	0.029	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	30	Waveform 1	1
LF	0.6303239999999999	99609.375	94080.0	-0.0318999661589961	0.6265	0.6593	93359	112213	Rhinolophus hipposideros	0.03	0.03	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	31	Waveform 1	1
LF	0.6442919999999999	97656.25	94080.0	-0.1634093728214981	0.6325	0.6645	93359	111558	Rhinolophus hipposideros	0.028	0.028	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	32	Waveform 1	1
HF	0.699792	79101.5625	78720.0	-0.2339783317963971	0.6705	0.7074	68437	81513	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	33	Waveform 1	1
LF	0.6805279999999999	96679.6875	95040.0	0.0926265578386352	0.6775	0.7102	93359	111593	Rhinolophus hipposideros	0.035	0.035	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	34	Waveform 1	1
HF	0.7119800000000001	72265.625	70080.0	0.2637884064581619	0.6865	0.7299	68437	83209	Rhinolophus ferrumequinum	0.03	0.03	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	35	Waveform 1	1
LF	0.725	20507.8125	22080.0	0.6120620420273355	0.7245	0.7436	20312	23737	Nyctalus noctula	0.036	0.075	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	36	Waveform 1	1
LF	0.7484720000000001	21484.375	23040.0	-0.0023278941247458	0.7395	0.7564	22031	25507	Nyctalus leisleri	0.038	0.059	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	37	Waveform 1	1
LF	0.7750040000000001	107421.875	95040.0	0.3878874868242911	0.7455	0.7795	93359	110915	Rhinolophus hipposideros	0.079	0.079	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	38	Waveform 1	1
LF	0.7623039999999999	23437.5	24960.0	-0.2061276331647312	0.7545	0.7654	23750	29034	Nyctalus leisleri	0.018	0.034	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV	39	Waveform 1	1
