,freq_group,peak_frequency_time_SPECTROGRAM,peak_frequency_SPECTROGRAM,peak_frequency_WELCH,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file
3901,HF,80.2474,70500.0,70080.0,-0.293397648747213,80.2195,80.2586,68437,81953,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3902,HF,80.28223333333332,73500.0,76800.0,-0.1091736899266641,80.2535,80.2906,68437,81941,Rhinolophus ferrumequinum,0.035,0.035,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3903,HF,80.2651,37500.0,43200.0,1.0905191211115912,80.2635,80.2694,28906,50590,Eptesicus serotinus,0.006,0.027,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3905,LF,80.29803333333334,24000.0,22080.0,0.4241816324796069,80.29650000000001,80.3048,22890,30082,Plecotus austriacus,0.01,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3906,HF,80.33366666666667,79500.0,78720.0,0.1633976069870918,80.3135,80.351,68437,82771,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3909,LF,80.36336666666666,26250.0,26880.000000000004,1.934293252654666,80.3615,80.3683,25468,37425,Plecotus austriacus,0.006,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3911,LF,80.43393333333333,27750.0,25920.0,0.5986316456763581,80.4335,80.4394,24609,41735,Plecotus austriacus,0.013,0.036,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3914,LF,80.47843333333333,26250.0,25920.0,0.5451030951130938,80.4755,80.4824,23750,35512,Plecotus austriacus,0.017,0.037,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3915,HF,80.51303333333333,69000.0,72000.0,0.6134293179109291,80.5035,80.5423,68437,81401,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3917,HF,80.5667,72000.0,75840.0,-0.4235619058063183,80.5555,80.5938,68437,81836,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3918,HF,80.5848,79500.0,75840.0,-0.40226999522045,80.5635,80.59870000000001,68437,82889,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3919,LF,80.61166666666666,24000.0,24960.0,0.3406572476830485,80.6065,80.617,24609,32311,Eptesicus serotinus,0.01,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3921,LF,80.64273333333333,29250.0,29760.0,1.3063945065861131,80.6375,80.6456,28906,43757,Eptesicus serotinus,0.008,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3922,HF,80.69026666666667,75750.0,76800.0,0.0466887968128022,80.6825,80.7184,68437,81829,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3923,LF,80.7203,27000.0,26880.000000000004,1.1050867470209096,80.7195,80.72970000000001,26328,34068,Eptesicus serotinus,0.012,0.03,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3924,HF,80.7427,47250.0,47040.0,1.646680947168203,80.7365,80.7448,47812,55852,Pipistrellus pipistrellus,0.022,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3925,HF,80.78466666666667,74250.0,69120.0,0.5091085944744388,80.7765,80.8155,68437,82410,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3926,HF,80.8417,79500.0,74880.0,0.099869659640699,80.8335,80.8713,68437,82089,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3927,HF,80.88470000000001,70500.0,70080.0,0.5918508305685195,80.8835,80.9178,68437,81051,Rhinolophus ferrumequinum,0.028,0.028,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3928,LF,80.9125,22500.0,24000.0,0.4564177073152761,80.9115,80.92150000000001,22031,27834,Plecotus austriacus,0.009,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3929,LF,80.9327,21750.0,22080.0,0.2964292593269544,80.9205,80.9438,19453,22383,Nyctalus noctula,0.013,0.027,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3930,HF,80.95400000000001,75000.0,74880.0,-0.0813198260763416,80.9495,80.98400000000001,68437,81472,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3932,HF,80.99066666666667,77250.0,75840.0,0.3551365547556472,80.9685,81.0075,68437,82370,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3936,HF,81.05406666666667,75750.0,74880.0,0.0775541347440132,81.0335,81.0706,68437,82569,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3937,LF,81.07313333333333,32250.0,26880.000000000004,0.4005591106666184,81.0715,81.0797,28046,40616,Eptesicus serotinus,0.009,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3938,HF,81.13816666666666,74250.0,76800.0,-0.0167009399531683,81.1185,81.1565,68437,82925,Rhinolophus ferrumequinum,0.042,0.042,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3940,HF,81.17670000000001,70500.0,73920.0,-0.1317363372929997,81.1505,81.1878,68437,82084,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3942,LF,81.19883333333334,23250.0,24000.0,0.6251521880956862,81.1935,81.2085,24609,29185,Nyctalus leisleri,0.011,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3944,LF,81.2119,26250.0,25920.0,-0.0249502703783826,81.2105,81.2166,25468,43028,Plecotus austriacus,0.009,0.031,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3945,LF,81.22433333333333,17250.0,19200.0,0.0451494726048052,81.2195,81.2315,13437,19433,Nyctalus noctula,0.023,0.041,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3949,LF,81.2804,25500.0,26880.000000000004,0.9542098443393876,81.2745,81.2831,26328,40885,Eptesicus serotinus,0.007,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3950,HF,81.34386666666666,69750.0,69120.0,0.1547846269088777,81.3315,81.3698,68437,81254,Rhinolophus ferrumequinum,0.023,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3952,HF,81.3916,81750.0,74880.0,0.04370965787288,81.37950000000001,81.4169,68437,81811,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3953,LF,81.44036666666668,26250.0,26880.000000000004,1.0552876540858334,81.4325,81.4438,26328,33601,Eptesicus serotinus,0.014,0.035,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3954,HF,81.4679,71250.0,75840.0,-0.5672717705467699,81.46549999999999,81.5021,68437,82180,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3955,LF,81.4938,23250.0,24000.0,1.5804313459803767,81.4875,81.4957,23750,32134,Plecotus austriacus,0.009,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3956,LF,81.52366666666667,24000.0,24000.0,-0.0361234480848773,81.5185,81.529,23750,29389,Nyctalus leisleri,0.01,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3957,HF,81.55963333333334,71250.0,77760.0,0.2653652279316137,81.5255,81.5677,68437,83972,Rhinolophus ferrumequinum,0.045,0.045,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3958,LF,81.54486666666666,25500.0,25920.0,0.1478064326163248,81.5395,81.5463,25468,39326,Plecotus auritus,0.006,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3961,HF,81.5947,74250.0,74880.0,0.1532861237953316,81.5735,81.6088,68437,82565,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3962,LF,81.5792,30750.0,30720.0,-0.5273320116959648,81.57849999999999,81.5853,28906,42264,Eptesicus serotinus,0.008,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3963,HF,81.60983333333334,72750.0,75840.0,0.1074726236499169,81.6045,81.644,68437,82046,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3964,LF,81.6428,23250.0,23040.0,0.0072796650458744,81.6385,81.6452,23750,33348,Plecotus austriacus,0.013,0.027,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3966,LF,81.65986666666666,25500.0,25920.0,1.517443120522401,81.6585,81.6658,23750,37541,Plecotus austriacus,0.019,0.041,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3967,LF,81.69083333333333,28500.0,28800.0,1.0379541420595384,81.6885,81.696,27187,42721,Eptesicus serotinus,0.007,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3968,LF,81.71796666666667,30750.0,29760.0,-0.0117048795482584,81.7145,81.7267,29765,33427,Eptesicus serotinus,0.012,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3969,HF,81.77596666666668,78000.0,77760.0,0.0363500754374568,81.7515,81.79169999999999,68437,82665,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3970,LF,81.79823333333334,23250.0,24000.0,-0.1883939946591564,81.79650000000001,81.8046,23750,31826,Plecotus austriacus,0.01,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3971,HF,81.85453333333334,77250.0,75840.0,-0.1223428595487114,81.8365,81.8738,68437,82054,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3972,LF,81.8645,24750.0,24960.0,1.4440108913401155,81.8565,81.8665,24609,31950,Eptesicus serotinus,0.008,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3974,LF,81.90613333333333,27000.0,26880.000000000004,0.4292295128366885,81.8985,81.9077,27187,34074,Nyctalus leisleri,0.015,0.045,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3975,HF,81.9642,81750.0,72960.0,0.7502614848016975,81.9465,81.9853,68437,82771,Rhinolophus ferrumequinum,0.029,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3976,HF,81.9901,72000.0,78720.0,0.721562546841777,81.96549999999999,81.9974,68437,81898,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3977,HF,82.03326666666666,74250.0,73920.0,-0.4251117311454974,82.0015,82.0344,68437,80319,Rhinolophus ferrumequinum,0.032,0.032,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3978,LF,82.00416666666666,24000.0,24960.0,-0.6737531204933833,82.0015,82.011,23750,31311,Nyctalus leisleri,0.011,0.031,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3979,LF,82.0638,30750.0,26880.000000000004,-0.8061561750766667,82.0605,82.0682,28046,39389,Eptesicus serotinus,0.007,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3980,LF,82.13326666666667,24750.0,25920.0,1.0156999307616312,82.1325,82.1404,26328,39387,Eptesicus serotinus,0.005,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3981,HF,82.1499,79500.0,76800.0,0.0672408537704284,82.1485,82.18260000000001,68437,81495,Rhinolophus ferrumequinum,0.037,0.037,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3983,LF,82.16233333333334,31500.0,28800.0,-0.6442021089505312,82.1575,82.1695,29765,35909,Eptesicus serotinus,0.013,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3985,LF,82.18093333333333,27750.0,28800.0,-0.1048023307222182,82.1805,82.18639999999999,27187,39839,Eptesicus serotinus,0.004,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3987,HF,82.1907,42750.0,48000.0,0.8114155145513158,82.1885,82.1938,40937,59192,Myotis bechsteinii,0.011,0.031,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3989,HF,82.30736666666667,43500.0,43200.0,0.9047247100914396,82.3035,82.31530000000001,41796,46649,Pipistrellus nathusii,0.01,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3991,HF,82.34913333333333,69000.0,79680.0,0.4918581779752681,82.3485,82.3857,68437,82382,Rhinolophus ferrumequinum,0.061,0.062,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3992,LF,82.39206666666666,26250.0,24960.0,1.0067107790989789,82.3865,82.3931,23750,38712,Plecotus austriacus,0.011,0.03,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3993,LF,82.41126666666666,28500.0,27839.999999999996,1.6698503203863926,82.4075,82.4159,28046,39793,Eptesicus serotinus,0.01,0.028,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3994,HF,82.45503333333333,77250.0,77760.0,0.2833741817037595,82.4515,82.4858,68437,80913,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3995,LF,82.46696666666666,26250.0,27839.999999999996,0.0700141616552874,82.46549999999999,82.4727,28046,40520,Eptesicus serotinus,0.008,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3996,HF,82.48053333333334,50250.0,45120.0,1.9937798443276695,82.4795,82.4848,40937,63373,Myotis bechsteinii,0.012,0.037,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3997,LF,82.491,28500.0,28800.0,0.8848463317033478,82.4845,82.4925,28046,44436,Eptesicus serotinus,0.01,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3998,LF,82.53246666666666,30750.0,31680.0,0.1196735857711784,82.5245,82.53569999999999,32343,37735,Eptesicus serotinus,0.007,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
3999,HF,82.6585,73500.0,71040.0,0.5562175588765563,82.6575,82.699,68437,83256,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4000,LF,82.70116666666667,27750.0,26880.000000000004,1.7560254818196044,82.6955,82.702,27187,40446,Eptesicus serotinus,0.006,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4001,HF,82.71626666666667,71250.0,72960.0,0.0710525384407151,82.7045,82.74340000000001,68437,82235,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4002,HF,82.75826666666667,75000.0,71040.0,-0.7305469765192025,82.7425,82.7809,68437,81585,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4003,LF,82.85056666666667,35250.0,24000.0,-0.3533837559423992,82.8475,82.8531,25468,43760,Myotis nattereri,0.012,0.049,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4005,LF,82.89699999999999,26250.0,25920.0,1.015875559772317,82.89150000000001,82.9005,26328,37496,Eptesicus serotinus,0.007,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4006,HF,82.93636666666666,69750.0,73920.0,0.1072324225651854,82.9145,82.9538,68437,82747,Rhinolophus ferrumequinum,0.036,0.036,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4008,LF,82.97386666666667,21750.0,23040.0,1.626730743153658,82.9725,82.9798,22890,31403,Plecotus austriacus,0.012,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4010,LF,83.00703333333334,22500.0,23040.0,1.2181342998168327,83.00450000000001,83.0118,22890,32107,Plecotus austriacus,0.011,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4011,HF,83.04286666666667,81000.0,70080.0,-0.1359502337830884,83.0195,83.0573,68437,82065,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4012,LF,83.05873333333332,22500.0,22080.0,0.3469526464857583,83.0495,83.0606,22890,28114,Nyctalus leisleri,0.01,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4013,HF,83.12313333333333,75750.0,71040.0,0.2970678525026307,83.1015,83.1387,68437,81662,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4014,LF,83.11493333333334,24000.0,24960.0,2.002558203010069,83.1115,83.11789999999999,24609,41232,Myotis nattereri,0.011,0.028,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4015,LF,83.1894,28500.0,28800.0,0.9202402690720988,83.1885,83.1951,27187,41758,Eptesicus serotinus,0.005,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4016,HF,83.20769999999999,46500.0,46080.0,1.5919241979200474,83.20349999999999,83.21379999999999,45234,50407,Pipistrellus pipistrellus,0.021,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4018,HF,83.2434,75750.0,80640.0,-0.2923248083772102,83.2355,83.2771,68437,82232,Rhinolophus ferrumequinum,0.022,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4019,LF,83.2813,36000.0,28800.0,0.512236514001081,83.2795,83.2852,27187,43251,Eptesicus serotinus,0.005,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4021,LF,83.31899999999999,24000.0,25920.0,1.692839826834065,83.3145,83.321,24609,40231,Myotis nattereri,0.009,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4025,LF,83.38786666666667,31500.0,25920.0,0.2877500253335017,83.38550000000001,83.39529999999999,26328,38350,Eptesicus serotinus,0.011,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4026,HF,83.43573333333333,69000.0,76800.0,0.5100625188678689,83.4105,83.4476,68437,81764,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4027,HF,83.45396666666666,79500.0,76800.0,-0.3007755871784952,83.4335,83.4707,68437,82458,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4030,LF,83.5968,24000.0,25920.0,0.9544214612788424,83.5925,83.5992,24609,34803,Plecotus austriacus,0.012,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4031,HF,83.63499999999999,73500.0,80640.0,0.4908297685012097,83.60849999999999,83.6525,68437,83815,Rhinolophus ferrumequinum,0.035,0.035,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4032,LF,83.62336666666667,26250.0,23040.0,1.9137545082031795,83.6215,83.6283,23750,35538,Plecotus austriacus,0.02,0.04,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4035,LF,83.66596666666666,26250.0,26880.000000000004,-0.2662765794391781,83.6645,83.6717,25468,41856,Plecotus auritus,0.006,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4036,LF,83.68906666666666,24750.0,24960.0,1.5555752249629105,83.6885,83.6931,24609,44327,Plecotus austriacus,0.021,0.058,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4037,HF,83.69983333333333,78750.0,70080.0,-0.5447967257722843,83.6975,83.733,68437,82334,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4038,HF,83.71596666666667,69750.0,70080.0,-0.1821044033542884,83.7135,83.7477,68437,81784,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4040,LF,83.76553333333334,26250.0,23040.0,1.4119523168450838,83.7635,83.7713,23750,38311,Plecotus austriacus,0.007,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4041,LF,83.7824,24750.0,24960.0,-0.7402481168639159,83.7755,83.78659999999999,23750,29969,Nyctalus leisleri,0.008,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4043,HF,83.81016666666666,43500.0,29760.0,1.840986236958236,83.8055,83.813,28046,50160,Eptesicus serotinus,0.008,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4044,HF,83.83586666666667,72000.0,81600.0,-0.1080934243592689,83.8135,83.8523,68437,82833,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4045,LF,83.84856666666667,30750.0,31680.0,-0.1817880547580783,83.8475,83.8551,28046,39130,Eptesicus serotinus,0.009,0.028,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4046,HF,83.89793333333333,77250.0,71040.0,0.3050438527074991,83.8815,83.9204,68437,82362,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4048,LF,83.9193,23250.0,23040.0,0.3961627998350236,83.9185,83.9252,22890,39700,Plecotus austriacus,0.009,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4049,HF,83.9373,80250.0,80640.0,-0.6111384985350781,83.9275,83.9602,68437,81435,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4051,LF,83.99213333333333,24750.0,24960.0,1.17892751840804,83.9865,83.9942,24609,40653,Plecotus austriacus,0.01,0.035,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4052,HF,84.03126666666667,69000.0,70080.0,-0.6579230641274446,84.0015,84.0329,68437,79531,Rhinolophus ferrumequinum,0.045,0.045,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4054,LF,84.00616666666667,25500.0,25920.0,-1.0872825270041433,84.0015,84.009,26328,36826,Nyctalus leisleri,0.006,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4057,HF,84.11233333333334,77250.0,75840.0,-0.5252727280132152,84.0775,84.1155,68437,81553,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4058,LF,84.0813,37500.0,30720.0,1.2754097916250702,84.07849999999999,84.08670000000001,29765,40942,Eptesicus serotinus,0.009,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4059,LF,84.12173333333334,28500.0,28800.0,0.9211446155195488,84.1185,84.1286,27187,34330,Eptesicus serotinus,0.011,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4061,LF,84.13743333333333,27000.0,25920.0,0.1441605222845018,84.1375,84.1439,25468,40136,Plecotus austriacus,0.008,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4063,LF,84.16846666666667,25500.0,23040.0,1.3641859277183284,84.15950000000001,84.1697,22890,28749,Nyctalus leisleri,0.01,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4066,LF,84.22416666666666,33750.0,30720.0,0.7461732769200268,84.2185,84.2285,28906,35307,Eptesicus serotinus,0.008,0.021,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4067,HF,84.24463333333334,74250.0,72000.0,0.119328524235793,84.2405,84.2812,68437,82314,Rhinolophus ferrumequinum,0.025,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4068,HF,84.3335,69000.0,71040.0,0.6687043534566206,84.3075,84.345,68437,81884,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4070,HF,84.37456666666667,78000.0,70080.0,-0.0759351393206347,84.3595,84.3951,68437,81186,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4073,LF,84.40313333333333,30000.0,25920.0,0.4089980296678162,84.4005,84.4077,26328,38626,Plecotus auritus,0.008,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4074,HF,84.42433333333334,75000.0,73920.0,0.1923692566209495,84.4125,84.4525,68437,81838,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
4076,LF,84.44126666666666,27000.0,25920.0,0.5459851325248022,84.4385,84.4444,24609,37240,Plecotus auritus,0.026,0.049,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
