KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,23040.0,0.4332473338870502,68.3265,68.3438,22890.0,26708.0,Echolocation,Nyctalus leisleri,0.257,0.319,-1,192000.0,/mnt/ubna_data_06/recover-20250902/UBNA_031/20250821_184000.WAV,recover-20250902,UBNA_031,Central Pond
LF,23040.0,19.14189296739496,75.9185,75.935,22890.0,25520.0,Echolocation,Nyctalus leisleri,0.405,0.43,-1,192000.0,/mnt/ubna_data_06/recover-20250902/UBNA_031/20250821_184000.WAV,recover-20250902,UBNA_031,Central Pond
HF,60480.0,3.462947818860675,77.3255,77.3394,54687.0,59163.0,Echolocation,Pipistrellus pygmaeus,0.281,0.302,-1,192000.0,/mnt/ubna_data_06/recover-20250902/UBNA_031/20250821_184000.WAV,recover-20250902,UBNA_031,Central Pond
LF,23040.0,6.559866672073267,78.2295,78.244,23750.0,27461.0,Echolocation,Nyctalus leisleri,0.285,0.332,-1,192000.0,/mnt/ubna_data_06/recover-20250902/UBNA_031/20250821_184000.WAV,recover-20250902,UBNA_031,Central Pond
HF,60480.0,3.3279657322587672,78.8125,78.82079999999999,56406.0,60262.0,Echolocation,Pipistrellus pygmaeus,0.313,0.317,-1,192000.0,/mnt/ubna_data_06/recover-20250902/UBNA_031/20250821_184000.WAV,recover-20250902,UBNA_031,Central Pond
HF,60480.0,1.2403536229163863,86.6945,86.702,56406.0,62627.0,Echolocation,Pipistrellus pygmaeus,0.335,0.342,-1,192000.0,/mnt/ubna_data_06/recover-20250902/UBNA_031/20250821_184000.WAV,recover-20250902,UBNA_031,Central Pond
HF,56640.0,3.186118715466462,87.6575,87.6686,55546.0,59083.0,Echolocation,Pipistrellus pygmaeus,0.303,0.315,-1,192000.0,/mnt/ubna_data_06/recover-20250902/UBNA_031/20250821_184000.WAV,recover-20250902,UBNA_031,Central Pond
LF,23040.0,5.972839384311386,153.1565,153.1733,22890.0,26383.0,Echolocation,Nyctalus leisleri,0.441,0.477,-1,192000.0,/mnt/ubna_data_06/recover-20250902/UBNA_031/20250821_190000.WAV,recover-20250902,UBNA_031,Central Pond
LF,25920.0,7.496313943179005,254.57150000000001,254.5859,25468.0,29646.0,Echolocation,Nyctalus leisleri,0.242,0.313,-1,192000.0,/mnt/ubna_data_06/recover-20250902/UBNA_031/20250821_190000.WAV,recover-20250902,UBNA_031,Central Pond
LF,25920.0,20.95421607894425,272.0565,272.0699,25468.0,30505.0,Echolocation,Nyctalus leisleri,0.355,0.447,-1,192000.0,/mnt/ubna_data_06/recover-20250902/UBNA_031/20250821_190000.WAV,recover-20250902,UBNA_031,Central Pond
