Time (UTC),04/13/26,04/14/26,04/15/26,04/16/26,04/17/26,04/18/26,04/19/26,04/20/26
00:00,,1.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,1.111111111111111,0.0
01:00,,1.6666666666666667,1.111111111111111,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0
01:30,,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.5555555555555556,1.111111111111111,0.0,0.0,0.5555555555555556
02:30,,1.111111111111111,0.0,0.0,0.0,0.0,0.5555555555555556,1.111111111111111
03:00,,1.111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,1.111111111111111
03:30,,2.2222222222222223,0.0,0.5555555555555556,4.444444444444445,4.444444444444445,20.0,11.111111111111109
04:00,,0.0,0.5555555555555556,0.0,3.888888888888889,3.888888888888889,13.333333333333334,8.333333333333334
04:30,,0.5555555555555556,0.0,0.0,1.6666666666666667,0.0,5.5555555555555545,16.666666666666668
05:00,,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,5.0,18.888888888888886
05:30,,1.111111111111111,0.0,0.5555555555555556,1.111111111111111,0.5555555555555556,0.5555555555555556,10.555555555555555
06:00,,0.5555555555555556,0.0,0.0,0.0,0.0,1.6666666666666667,36.11111111111111
06:30,,0.5555555555555556,0.0,0.0,14.444444444444445,8.333333333333334,0.0,21.666666666666668
07:00,,0.0,0.0,0.0,3.3333333333333335,0.5555555555555556,2.7777777777777772,33.333333333333336
07:30,,0.0,0.0,0.0,0.5555555555555556,0.0,1.6666666666666667,68.8888888888889
08:00,,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,5.5555555555555545,0.0,42.22222222222222
08:30,,0.0,0.0,0.0,0.5555555555555556,2.2222222222222223,3.3333333333333335,78.33333333333333
09:00,,0.0,1.111111111111111,1.111111111111111,0.0,0.0,6.11111111111111,25.555555555555557
09:30,,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,3.3333333333333335
10:00,,0.0,0.0,0.0,0.0,0.0,1.111111111111111,1.6666666666666667
10:30,,0.0,0.0,0.0,0.0,0.0,0.0,8.88888888888889
11:00,,0.5555555555555556,0.0,0.0,0.0,0.0,1.111111111111111,0.0
11:30,,0.0,0.5555555555555556,0.0,0.0,0.0,1.111111111111111,1.111111111111111
12:00,,1.111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,0.0
12:30,,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0
13:00,,0.0,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0
13:30,,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.0,0.0
14:00,,0.5555555555555556,1.111111111111111,0.0,0.0,0.0,0.0,0.0
14:30,,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,0.0
15:00,,0.0,0.5555555555555556,0.0,3.3333333333333335,0.0,0.0,0.0
15:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:00,,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0
16:30,,0.0,0.0,0.0,0.0,0.0,1.111111111111111,1.111111111111111
17:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556
17:30,,0.0,0.0,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0
18:00,,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0
18:30,,0.5555555555555556,0.5555555555555556,0.0,1.111111111111111,0.0,0.5555555555555556,0.5555555555555556
19:00,1.111111111111111,2.2222222222222223,0.0,0.0,1.111111111111111,0.5555555555555556,0.0,0.0
19:30,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:00,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,1.111111111111111,0.5555555555555556,0.5555555555555556
20:30,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556
21:00,1.6666666666666667,0.0,1.111111111111111,0.0,0.0,0.5555555555555556,0.0,0.0
21:30,1.111111111111111,0.0,0.5555555555555556,0.0,3.3333333333333335,0.0,0.0,
22:00,0.0,0.0,0.5555555555555556,0.0,0.0,3.3333333333333335,0.0,
22:30,0.5555555555555556,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,
23:00,0.0,1.6666666666666667,0.0,1.111111111111111,0.0,0.5555555555555556,0.0,
23:30,3.3333333333333335,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,
