KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,24000.0,10.220361734906426,0.3845,0.4015,23750.0,25859.0,Nyctalus leisleri,0.355,0.377,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
LF,32640.0,-0.455936986718388,24.6935,24.6989,22031.0,45391.0,Myotis nattereri,0.144,0.301,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
LF,32640.0,3.6016169725818243,29.0995,29.1143,31484.0,35434.0,Nyctalus leisleri,0.145,0.341,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
LF,32640.0,11.790032551296516,38.8565,38.8746,32343.0,35423.0,Nyctalus leisleri,0.178,0.378,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,48960.0,8.497825316152285,39.0225,39.0353,47812.0,51541.0,Pipistrellus pipistrellus,0.286,0.321,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,65280.0,0.38289231457634787,46.073499999999996,46.0869,65000.0,69389.0,Pipistrellus pygmaeus,0.309,0.316,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,65280.0,11.296040399515892,46.7825,46.7973,64140.0,69464.0,Pipistrellus pygmaeus,0.407,0.41,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
LF,32640.0,51.83109920946998,48.5075,48.521100000000004,32343.0,35000.0,Nyctalus leisleri,0.257,0.346,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,93120.0,-5.902958457351037,91.9015,91.9185,78750.0,94988.0,Rhinolophus hipposideros,0.312,0.312,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
LF,32640.0,2.069492244635743,106.9885,106.9923,26328.0,42811.0,Myotis nattereri,0.136,0.32,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,65280.0,9.116478165649976,129.5725,129.5868,65000.0,69705.0,Pipistrellus pygmaeus,0.384,0.391,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
LF,24000.0,4.386951960531262,135.3235,135.34120000000001,23750.0,27184.0,Nyctalus leisleri,0.298,0.339,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,65280.0,3.108269028271071,144.8685,144.8802,57265.0,65738.0,Pipistrellus pipistrellus,0.208,0.356,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,78720.0,1.2681404877029636,160.9275,160.9793,68437.0,84334.0,Rhinolophus ferrumequinum,0.309,0.309,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,78720.0,5.475918624202069,162.4105,162.4524,68437.0,83245.0,Rhinolophus ferrumequinum,0.314,0.314,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,78720.0,-1.9663043620787968,163.3145,163.3605,68437.0,83873.0,Rhinolophus ferrumequinum,0.334,0.334,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,78720.0,2.9975941043811885,164.4665,164.5058,68437.0,80857.0,Rhinolophus ferrumequinum,0.331,0.331,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
LF,25920.0,8.505564456578131,166.4685,166.4845,25468.0,27844.0,Nyctalus leisleri,0.274,0.301,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,78720.0,3.0198106382441288,170.5395,170.5934,68437.0,84118.0,Rhinolophus ferrumequinum,0.431,0.431,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,78720.0,-1.014694090535281,170.8075,170.8533,68437.0,82790.0,Rhinolophus ferrumequinum,0.318,0.318,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,78720.0,0.7240467642943056,171.4025,171.4505,68437.0,83660.0,Rhinolophus ferrumequinum,0.318,0.318,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,78720.0,8.652174341968667,171.7985,171.8475,68437.0,82780.0,Rhinolophus ferrumequinum,0.391,0.391,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
HF,78720.0,3.7568954221307056,172.1555,172.2023,68437.0,83816.0,Rhinolophus ferrumequinum,0.334,0.334,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260305/UBNA_030/20260219_202000.WAV,recover-20260305,UBNA_030,Carp Pond
