KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,68160.0,1.6653746556501976,16.8995,16.9138,64140.0,70250.0,Pipistrellus pygmaeus,0.369,0.374,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_027/20251203_202000.WAV,recover-20251210,UBNA_027,Carp Pond
HF,63360.0,5.895156242069609,100.1875,100.2066,63281.0,68498.0,Pipistrellus pygmaeus,0.332,0.342,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_027/20251203_203000.WAV,recover-20251210,UBNA_027,Carp Pond
HF,65280.0,5.9981181200322435,138.3565,138.3708,64140.0,68346.0,Pipistrellus pygmaeus,0.487,0.493,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_027/20251203_203000.WAV,recover-20251210,UBNA_027,Carp Pond
LF,22080.0,-4.421932136931444,153.5525,153.5734,21171.0,23346.0,Nyctalus leisleri,0.293,0.309,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_027/20251203_203000.WAV,recover-20251210,UBNA_027,Carp Pond
LF,26880.0,3.332542561756546,197.7315,197.7354,23750.0,39086.0,Plecotus austriacus,0.457,0.545,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_027/20251203_203000.WAV,recover-20251210,UBNA_027,Carp Pond
HF,48000.0,15.270881451013956,24.1165,24.1274,46953.0,49996.0,Pipistrellus pipistrellus,0.279,0.425,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_027/20251203_204000.WAV,recover-20251210,UBNA_027,Carp Pond
LF,25920.0,9.64196754453116,290.4205,290.4333,25468.0,29231.0,Nyctalus leisleri,0.268,0.312,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_027/20251203_204000.WAV,recover-20251210,UBNA_027,Carp Pond
HF,48000.0,24.16958407625895,299.6025,299.618,46953.0,49754.0,Pipistrellus pipistrellus,0.255,0.337,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_027/20251203_204000.WAV,recover-20251210,UBNA_027,Carp Pond
HF,48000.0,10.856509218623078,1.0265,1.0344,47812.0,52712.0,Pipistrellus pipistrellus,0.326,0.435,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_027/20251203_205000.WAV,recover-20251210,UBNA_027,Carp Pond
LF,25920.0,-1.7270257868687673,2.7205,2.7351,25468.0,30321.0,Nyctalus leisleri,0.245,0.349,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251210/UBNA_027/20251203_205000.WAV,recover-20251210,UBNA_027,Carp Pond
