start_time,end_time,low_freq,high_freq,detection_confidence,event,input_file
932.5565,932.5636,42656.0,52254.0,0.521,Echolocation,20230706_043900.WAV
932.9385,932.9483,39218.0,59803.0,0.56,Echolocation,20230706_043900.WAV
933.0245,933.0321,40078.0,59378.0,0.556,Echolocation,20230706_043900.WAV
933.1015,933.1083,40078.0,54680.0,0.517,Echolocation,20230706_043900.WAV
933.2365,933.243,40078.0,53400.0,0.526,Echolocation,20230706_043900.WAV
933.3095,933.3148,40937.0,53339.0,0.572,Echolocation,20230706_043900.WAV
934.4155,934.4216,43515.0,65952.0,0.541,Echolocation,20230706_043900.WAV
934.5745,934.5814,40937.0,66615.0,0.539,Echolocation,20230706_043900.WAV
934.6625,934.6683,39218.0,59926.0,0.517,Echolocation,20230706_043900.WAV
934.7495,934.7568,40078.0,57802.0,0.526,Echolocation,20230706_043900.WAV
934.8405,934.8476,38359.0,61339.0,0.524,Echolocation,20230706_043900.WAV
934.9315,934.9378,40078.0,63635.0,0.549,Echolocation,20230706_043900.WAV
935.0265,935.0331,41796.0,59578.0,0.579,Echolocation,20230706_043900.WAV
935.2215,935.2275,36640.0,59522.0,0.559,Echolocation,20230706_043900.WAV
935.3985,935.4055,38359.0,60123.0,0.509,Echolocation,20230706_043900.WAV
935.6595,935.6664,41796.0,60974.0,0.546,Echolocation,20230706_043900.WAV
935.9355,935.9422,39218.0,59506.0,0.545,Echolocation,20230706_043900.WAV
936.0245,936.03,39218.0,58850.0,0.515,Echolocation,20230706_043900.WAV
936.0955,936.1021,39218.0,62795.0,0.567,Echolocation,20230706_043900.WAV
936.1745,936.1812,40937.0,64755.0,0.537,Echolocation,20230706_043900.WAV
936.2495,936.2552,39218.0,61562.0,0.549,Echolocation,20230706_043900.WAV
938.5805,938.5883,42656.0,51581.0,0.566,Echolocation,20230706_043900.WAV
938.7045,938.7105,41796.0,53465.0,0.655,Echolocation,20230706_043900.WAV
938.7915,938.7977,40078.0,56887.0,0.542,Echolocation,20230706_043900.WAV
938.8945,938.9011,40078.0,57305.0,0.518,Echolocation,20230706_043900.WAV
938.9895,938.9952,39218.0,57526.0,0.547,Echolocation,20230706_043900.WAV
939.1785,939.1865,39218.0,64489.0,0.643,Echolocation,20230706_043900.WAV
939.3675,939.3747,38359.0,60610.0,0.528,Echolocation,20230706_043900.WAV
939.4665,939.4745,39218.0,61163.0,0.646,Echolocation,20230706_043900.WAV
939.5635,939.5716,38359.0,62230.0,0.615,Echolocation,20230706_043900.WAV
939.6645,939.6726,37500.0,61324.0,0.559,Echolocation,20230706_043900.WAV
939.7605,939.769,38359.0,61637.0,0.576,Echolocation,20230706_043900.WAV
939.9615,939.9686,40937.0,60741.0,0.641,Echolocation,20230706_043900.WAV
940.0455,940.053,39218.0,47816.0,0.531,Echolocation,20230706_043900.WAV
940.1395,940.1476,37500.0,56788.0,0.591,Echolocation,20230706_043900.WAV
940.2335,940.2417,40078.0,60076.0,0.571,Echolocation,20230706_043900.WAV
940.3225,940.3298,38359.0,50323.0,0.595,Echolocation,20230706_043900.WAV
940.4135,940.4205,39218.0,49041.0,0.635,Echolocation,20230706_043900.WAV
940.5905,940.5974,40078.0,54401.0,0.617,Echolocation,20230706_043900.WAV
940.7625,940.7701,39218.0,57927.0,0.57,Echolocation,20230706_043900.WAV
940.8545,940.861,39218.0,53894.0,0.589,Echolocation,20230706_043900.WAV
941.2275,941.2355,40078.0,54721.0,0.549,Echolocation,20230706_043900.WAV
941.5875,941.5959,41796.0,53349.0,0.502,Echolocation,20230706_043900.WAV
