KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,-0.6923209220689934,0.0725,0.0838,63281.0,68131.0,Pipistrellus pygmaeus,0.323,0.336,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250814/UBNA_032/20250807_212000.WAV,recover-20250814,UBNA_032,Central Pond
LF,23040.0,5.10180681611975,2.2125,2.2283,22890.0,27132.0,Nyctalus leisleri,0.221,0.301,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250814/UBNA_032/20250807_212000.WAV,recover-20250814,UBNA_032,Central Pond
HF,65280.0,3.543289946446455,3.1055,3.1204,65000.0,69539.0,Pipistrellus pygmaeus,0.432,0.436,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250814/UBNA_032/20250807_212000.WAV,recover-20250814,UBNA_032,Central Pond
HF,65280.0,0.3977752891602546,155.6245,155.6351,62421.0,67322.0,Pipistrellus pygmaeus,0.423,0.439,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250814/UBNA_032/20250807_212000.WAV,recover-20250814,UBNA_032,Central Pond
HF,65280.0,-0.2689681815773488,196.7755,196.7909,63281.0,67108.0,Pipistrellus pygmaeus,0.329,0.352,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250814/UBNA_032/20250807_212000.WAV,recover-20250814,UBNA_032,Central Pond
HF,65280.0,-1.9248971900671523,258.8225,258.8368,63281.0,67246.0,Pipistrellus pygmaeus,0.287,0.306,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250814/UBNA_032/20250807_212000.WAV,recover-20250814,UBNA_032,Central Pond
LF,21120.0,0.13546942018959512,36.0545,36.0736,21171.0,25017.0,Nyctalus noctula,0.185,0.349,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250814/UBNA_032/20250807_213000.WAV,recover-20250814,UBNA_032,Central Pond
LF,22080.0,3.804166096428925,238.2345,238.2553,20312.0,23573.0,Nyctalus leisleri,0.287,0.422,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250814/UBNA_032/20250807_213000.WAV,recover-20250814,UBNA_032,Central Pond
LF,23040.0,1.583392926117223,64.2805,64.2941,23750.0,28187.0,Nyctalus leisleri,0.183,0.323,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250814/UBNA_032/20250807_214000.WAV,recover-20250814,UBNA_032,Central Pond
HF,46080.0,3.5456150784380194,165.2885,165.298,45234.0,49956.0,Pipistrellus pipistrellus,0.285,0.324,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250814/UBNA_032/20250807_214000.WAV,recover-20250814,UBNA_032,Central Pond
