KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,23040.0,9.762251939246925,66.9075,66.9162,20312.0,27938.0,Echolocation,Plecotus austriacus,0.097,0.319,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251030_225000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,47040.0,2.6987865344051154,222.8435,222.8485,45234.0,52892.0,Echolocation,Pipistrellus pipistrellus,0.303,0.321,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251030_225000.WAV,recover-20251113,UBNA_031,E18 Bridge
LF,23040.0,10.648046343635272,284.1755,284.1798,18593.0,31369.0,Echolocation,Plecotus auritus,0.224,0.384,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251030_225000.WAV,recover-20251113,UBNA_031,E18 Bridge
LF,22080.0,0.7423669772247825,56.9915,57.0083,21171.0,25634.0,Echolocation,Nyctalus leisleri,0.152,0.311,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251030_231000.WAV,recover-20251113,UBNA_031,E18 Bridge
LF,21120.0,6.0461989020274745,122.6345,122.6516,20312.0,23234.0,Echolocation,Nyctalus leisleri,0.398,0.416,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251030_231000.WAV,recover-20251113,UBNA_031,E18 Bridge
LF,24000.0,0.8688230605705212,282.2645,282.2787,23750.0,28103.0,Echolocation,Nyctalus leisleri,0.179,0.307,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251030_232000.WAV,recover-20251113,UBNA_031,E18 Bridge
LF,24000.0,11.172703967386346,175.1635,175.1752,23750.0,27197.0,Echolocation,Nyctalus leisleri,0.258,0.36,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_000000.WAV,recover-20251113,UBNA_031,E18 Bridge
LF,25920.0,2.1362378753454236,124.62950000000001,124.6395,24609.0,30137.0,Echolocation,Eptesicus serotinus,0.136,0.338,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_005000.WAV,recover-20251113,UBNA_031,E18 Bridge
LF,24000.0,3.5849190897701173,187.6745,187.6922,23750.0,26983.0,Echolocation,Nyctalus leisleri,0.353,0.396,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_010000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,46080.0,4.083391867207867,281.4175,281.4229,45234.0,54940.0,Echolocation,Pipistrellus pipistrellus,0.369,0.431,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,46080.0,4.041007454035502,281.4995,281.5036,31484.0,70831.0,Echolocation,Myotis mystacinus,0.118,0.302,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,48000.0,1.6627372627749295,281.6585,281.664,46953.0,57321.0,Echolocation,Pipistrellus pipistrellus,0.256,0.314,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,47040.0,4.51028633744189,281.8195,281.8255,46953.0,53790.0,Echolocation,Pipistrellus pipistrellus,0.466,0.492,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,47040.0,6.646717552548665,282.2295,282.2347,44375.0,55493.0,Echolocation,Pipistrellus pipistrellus,0.146,0.336,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,47040.0,5.8457105915725815,282.2975,282.3018,44375.0,56561.0,Echolocation,Myotis mystacinus,0.073,0.307,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,46080.0,5.3769473611933165,282.3395,282.3432,42656.0,58642.0,Echolocation,Myotis mystacinus,0.205,0.33,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,47040.0,3.835496026666183,282.3815,282.3859,44375.0,53782.0,Echolocation,Pipistrellus pipistrellus,0.182,0.321,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,47040.0,3.8097948064032554,282.4635,282.4677,43515.0,55897.0,Echolocation,Pipistrellus pipistrellus,0.076,0.318,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,47040.0,7.019134127441983,282.5475,282.553,45234.0,54571.0,Echolocation,Pipistrellus pipistrellus,0.429,0.508,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,46080.0,2.1242236272215753,282.7095,282.7149,45234.0,54733.0,Echolocation,Pipistrellus pipistrellus,0.198,0.324,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,46080.0,6.39708299883023,282.8705,282.8766,43515.0,51709.0,Echolocation,Pipistrellus pipistrellus,0.136,0.354,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,45120.0,8.13417405669277,282.9155,282.9185,41796.0,55199.0,Echolocation,Myotis mystacinus,0.192,0.307,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,47040.0,7.796949390121486,282.95550000000003,282.9609,45234.0,55407.0,Echolocation,Pipistrellus pipistrellus,0.365,0.483,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,46080.0,7.1065827995580175,282.9955,282.9986,43515.0,57676.0,Echolocation,Myotis mystacinus,0.177,0.305,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,46080.0,5.215379966866905,283.0395,283.04449999999997,45234.0,52819.0,Echolocation,Pipistrellus pipistrellus,0.326,0.388,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_011000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,50880.0,5.9930246453948355,272.8485,272.8593,46953.0,61122.0,Echolocation,Pipistrellus pipistrellus,0.29,0.345,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_015000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,48960.0,6.626982987068105,272.9375,272.9443,47812.0,59608.0,Echolocation,Pipistrellus pipistrellus,0.443,0.461,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_015000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,51840.0,7.182527014132971,273.0275,273.0356,47812.0,63001.0,Echolocation,Pipistrellus pipistrellus,0.443,0.469,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_015000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,51840.0,4.155080950528175,273.1155,273.1224,45234.0,64308.0,Echolocation,Pipistrellus pipistrellus,0.203,0.319,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_015000.WAV,recover-20251113,UBNA_031,E18 Bridge
HF,51840.0,9.361568508712178,273.2945,273.3042,46953.0,65872.0,Echolocation,Pipistrellus pipistrellus,0.36,0.492,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_031/20251031_015000.WAV,recover-20251113,UBNA_031,E18 Bridge
