KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,22080.0,4.791503525270119,43.0495,43.064099999999996,21171.0,25790.0,Echolocation,Nyctalus leisleri,0.303,0.391,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260504_221000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24960.0,-0.6317862807772378,68.2695,68.2822,22890.0,27566.0,Echolocation,Nyctalus leisleri,0.202,0.301,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260504_221000.WAV,recover-20260518,UBNA_024,Carp Pond
HF,48960.0,32.28243675406878,298.2235,298.2376,48671.0,54379.0,Echolocation,Pipistrellus pipistrellus,0.262,0.334,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260504_221000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,25920.0,20.29270617272916,166.6825,166.6954,24609.0,28562.0,Echolocation,Nyctalus leisleri,0.396,0.444,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260504_223000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,21120.0,5.480118622162288,280.9925,281.0122,21171.0,25909.0,Echolocation,Nyctalus noctula,0.247,0.429,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260504_223000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24000.0,-0.09543127899341824,283.8925,283.9043,22890.0,27019.0,Echolocation,Nyctalus leisleri,0.272,0.322,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260504_223000.WAV,recover-20260518,UBNA_024,Carp Pond
HF,53760.0,10.847329866264532,77.6955,77.7055,53828.0,62076.0,Echolocation,Pipistrellus pygmaeus,0.333,0.344,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260504_224000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,25920.0,17.148324914507256,120.7555,120.7684,25468.0,28990.0,Echolocation,Nyctalus leisleri,0.303,0.323,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260504_224000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,22080.0,10.583296659295772,13.3535,13.3725,22031.0,24860.0,Echolocation,Nyctalus leisleri,0.322,0.342,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260504_232000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24000.0,-2.36471376197272,228.3515,228.3703,22890.0,26875.0,Echolocation,Nyctalus leisleri,0.287,0.353,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260504_232000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,22080.0,5.692679692674259,206.9805,206.9978,21171.0,24846.0,Echolocation,Nyctalus noctula,0.169,0.303,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260504_233000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,22080.0,6.953429816162416,32.9805,32.9988,21171.0,26451.0,Echolocation,Nyctalus noctula,0.196,0.313,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_010000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,27840.0,5.1226177207234045,55.5905,55.601600000000005,25468.0,32544.0,Echolocation,Eptesicus serotinus,0.207,0.354,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_014000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,22080.0,5.642964435533405,298.5405,298.5618,20312.0,25247.0,Echolocation,Nyctalus noctula,0.261,0.379,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_022000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,28800.0,7.299870984446002,167.2075,167.2174,27187.0,33373.0,Echolocation,Eptesicus serotinus,0.18,0.312,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_023000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,22080.0,8.24591568833526,178.3025,178.3209,21171.0,25725.0,Echolocation,Nyctalus noctula,0.194,0.342,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_023000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,22080.0,6.711964646738936,128.4665,128.4858,21171.0,26484.0,Echolocation,Nyctalus noctula,0.193,0.307,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_024000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,22080.0,7.593163671854585,162.5155,162.539,21171.0,24778.0,Echolocation,Nyctalus noctula,0.199,0.318,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_025000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,22080.0,7.910943537337859,261.4175,261.4387,20312.0,26283.0,Echolocation,Nyctalus noctula,0.238,0.349,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_025000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,22080.0,7.686500543863709,277.6275,277.645,22031.0,26518.0,Echolocation,Nyctalus leisleri,0.129,0.305,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_030000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,22080.0,7.914411278955054,215.5075,215.5227,21171.0,28023.0,Echolocation,Nyctalus noctula,0.153,0.31,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_032000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,22080.0,9.418882592477114,198.2705,198.2853,22031.0,27927.0,Echolocation,Nyctalus leisleri,0.12,0.308,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_033000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,22080.0,8.735123368854904,137.6815,137.6937,22031.0,28402.0,Echolocation,Nyctalus leisleri,0.159,0.382,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_034000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,22080.0,6.998664598100953,299.1315,299.14639999999997,22031.0,27894.0,Echolocation,Nyctalus noctula,0.152,0.349,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_034000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,26880.0,6.5644581091968215,91.4225,91.4338,24609.0,31851.0,Echolocation,Eptesicus serotinus,0.3,0.567,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,25920.0,-0.611278203186381,91.6565,91.6664,24609.0,30406.0,Echolocation,Eptesicus serotinus,0.161,0.419,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,25920.0,4.549776407897655,91.7885,91.8006,24609.0,28955.0,Echolocation,Eptesicus serotinus,0.132,0.304,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,25920.0,0.34831360166837794,92.9255,92.9359,24609.0,31559.0,Echolocation,Eptesicus serotinus,0.221,0.416,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,27840.0,6.8744072683275235,93.0445,93.0576,25468.0,30256.0,Echolocation,Nyctalus leisleri,0.202,0.343,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,25920.0,1.7627833166794624,93.2805,93.2901,24609.0,32990.0,Echolocation,Eptesicus serotinus,0.324,0.517,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24960.0,9.495458553469643,95.4375,95.4496,23750.0,29232.0,Echolocation,Eptesicus serotinus,0.21,0.463,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,25920.0,0.36281419705976703,96.1685,96.179,24609.0,30153.0,Echolocation,Nyctalus leisleri,0.127,0.338,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,25920.0,8.823117992237858,96.2975,96.3116,22890.0,30992.0,Echolocation,Eptesicus serotinus,0.186,0.373,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24960.0,7.28701327490489,96.5305,96.541,23750.0,30180.0,Echolocation,Nyctalus leisleri,0.228,0.516,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,25920.0,-0.2402910333563159,97.7185,97.7289,24609.0,30678.0,Echolocation,Eptesicus serotinus,0.226,0.419,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,25920.0,1.6206680402102775,100.1525,100.1642,23750.0,29140.0,Echolocation,Eptesicus serotinus,0.158,0.361,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,25920.0,7.969867782043723,104.1305,104.1407,24609.0,31028.0,Echolocation,Nyctalus leisleri,0.251,0.524,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24960.0,10.875636488732765,104.6425,104.6535,24609.0,30445.0,Echolocation,Eptesicus serotinus,0.219,0.455,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24960.0,14.826323586141472,105.4305,105.4422,23750.0,29953.0,Echolocation,Eptesicus serotinus,0.254,0.465,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24960.0,11.532653536997461,105.5575,105.57130000000001,23750.0,28776.0,Echolocation,Nyctalus leisleri,0.289,0.544,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24000.0,5.723529805367487,105.7245,105.7372,23750.0,27962.0,Echolocation,Nyctalus leisleri,0.407,0.578,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24000.0,8.255988464441772,105.8675,105.8794,23750.0,29237.0,Echolocation,Eptesicus serotinus,0.216,0.514,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24000.0,14.680868362970244,106.0265,106.0397,22890.0,29954.0,Echolocation,Eptesicus serotinus,0.265,0.497,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,25920.0,3.7570761224783293,106.1675,106.178,24609.0,29993.0,Echolocation,Eptesicus serotinus,0.196,0.464,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24960.0,15.43329137245085,106.9575,106.968,23750.0,30009.0,Echolocation,Eptesicus serotinus,0.278,0.492,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
HF,49920.0,3.932014211086746,106.95949999999999,106.9667,48671.0,53738.0,Echolocation,Pipistrellus pipistrellus,0.311,0.475,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24000.0,4.555561308446504,107.0725,107.0825,23750.0,30590.0,Echolocation,Eptesicus serotinus,0.257,0.517,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,25920.0,2.0899438531178065,107.1925,107.2032,24609.0,30042.0,Echolocation,Eptesicus serotinus,0.203,0.454,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,24960.0,3.3305164477603504,107.3185,107.33,23750.0,28717.0,Echolocation,Eptesicus serotinus,0.151,0.34,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
LF,26880.0,-3.0104447936837286,109.90950000000001,109.9205,25468.0,30241.0,Echolocation,Eptesicus serotinus,0.128,0.317,-1,192000.0,/mnt/ubna_data_07/recover-20260518/UBNA_024/20260505_035000.WAV,recover-20260518,UBNA_024,Carp Pond
