start_time,end_time,low_freq,high_freq,detection_confidence,event,input_file
1787.7085,1787.7143,46953.0,60249.0,0.529,Echolocation,20230610_040000.WAV
1788.1195,1788.1247,50390.0,59354.0,0.505,Echolocation,20230610_040000.WAV
1789.9615,1789.9661,44375.0,57912.0,0.503,Echolocation,20230610_040000.WAV
209.7925,209.7982,41796.0,49803.0,0.541,Echolocation,20230610_043000.WAV
210.8065,210.8137,40078.0,54516.0,0.541,Echolocation,20230610_043000.WAV
210.8715,210.8788,40937.0,56483.0,0.534,Echolocation,20230610_043000.WAV
210.9385,210.9454,40937.0,54487.0,0.513,Echolocation,20230610_043000.WAV
211.0995,211.1064,40937.0,50714.0,0.547,Echolocation,20230610_043000.WAV
211.1745,211.1815,39218.0,58180.0,0.508,Echolocation,20230610_043000.WAV
212.1445,212.1514,39218.0,52723.0,0.526,Echolocation,20230610_043000.WAV
212.5195,212.5255,40078.0,54932.0,0.548,Echolocation,20230610_043000.WAV
212.5905,212.5981,38359.0,48274.0,0.567,Echolocation,20230610_043000.WAV
212.8715,212.8786,40078.0,58903.0,0.566,Echolocation,20230610_043000.WAV
212.9405,212.9476,40078.0,52871.0,0.526,Echolocation,20230610_043000.WAV
213.0125,213.0222,40937.0,57218.0,0.606,Echolocation,20230610_043000.WAV
213.2035,213.2124,39218.0,55447.0,0.693,Echolocation,20230610_043000.WAV
213.2995,213.3075,40078.0,49708.0,0.621,Echolocation,20230610_043000.WAV
213.6475,213.6567,39218.0,61943.0,0.575,Echolocation,20230610_043000.WAV
213.8865,213.8956,40078.0,64845.0,0.539,Echolocation,20230610_043000.WAV
214.0425,214.0514,38359.0,60806.0,0.509,Echolocation,20230610_043000.WAV
214.1285,214.13569999999999,40078.0,59712.0,0.587,Echolocation,20230610_043000.WAV
214.2175,214.2265,40937.0,59302.0,0.536,Echolocation,20230610_043000.WAV
214.4535,214.4623,40937.0,63439.0,0.569,Echolocation,20230610_043000.WAV
214.6605,214.6671,40078.0,59625.0,0.558,Echolocation,20230610_043000.WAV
215.0015,215.0095,39218.0,61689.0,0.67,Echolocation,20230610_043000.WAV
215.3075,215.3145,38359.0,52167.0,0.536,Echolocation,20230610_043000.WAV
215.5185,215.5255,40078.0,56005.0,0.713,Echolocation,20230610_043000.WAV
215.8115,215.82,40078.0,61462.0,0.717,Echolocation,20230610_043000.WAV
219.5655,219.5723,40937.0,48044.0,0.503,Echolocation,20230610_043000.WAV
221.1225,221.1286,37500.0,52518.0,0.518,Echolocation,20230610_043000.WAV
221.2985,221.30610000000001,40078.0,52957.0,0.614,Echolocation,20230610_043000.WAV
269.04449999999997,269.0564,24609.0,34639.0,0.584,Echolocation,20230610_043000.WAV
269.7375,269.7485,24609.0,33006.0,0.515,Echolocation,20230610_043000.WAV
269.8835,269.8931,25468.0,33957.0,0.653,Echolocation,20230610_043000.WAV
270.1515,270.1643,23750.0,32535.0,0.611,Echolocation,20230610_043000.WAV
270.2965,270.309,25468.0,33822.0,0.599,Echolocation,20230610_043000.WAV
270.4455,270.4582,25468.0,32502.0,0.555,Echolocation,20230610_043000.WAV
271.7405,271.7511,24609.0,32532.0,0.547,Echolocation,20230610_043000.WAV
272.8705,272.8828,24609.0,32378.0,0.549,Echolocation,20230610_043000.WAV
273.0055,273.0152,25468.0,31286.0,0.562,Echolocation,20230610_043000.WAV
273.1355,273.145,25468.0,34449.0,0.614,Echolocation,20230610_043000.WAV
273.2625,273.2713,26328.0,35384.0,0.59,Echolocation,20230610_043000.WAV
273.3935,273.4021,27187.0,34797.0,0.602,Echolocation,20230610_043000.WAV
276.7985,276.8077,25468.0,33526.0,0.573,Echolocation,20230610_043000.WAV
279.6035,279.6161,23750.0,31488.0,0.57,Echolocation,20230610_043000.WAV
280.0405,280.0529,23750.0,30140.0,0.5,Echolocation,20230610_043000.WAV
296.8735,296.8841,25468.0,38576.0,0.557,Echolocation,20230610_043000.WAV
296.9925,297.0012,26328.0,34387.0,0.553,Echolocation,20230610_043000.WAV
393.5815,393.5904,29765.0,35699.0,0.508,Echolocation,20230610_043000.WAV
393.8345,393.8424,28046.0,37221.0,0.602,Echolocation,20230610_043000.WAV
394.0865,394.0934,28046.0,38511.0,0.641,Echolocation,20230610_043000.WAV
394.2095,394.217,28046.0,38917.0,0.597,Echolocation,20230610_043000.WAV
394.3295,394.3375,28046.0,39681.0,0.633,Echolocation,20230610_043000.WAV
394.4025,394.4099,28906.0,38035.0,0.617,Echolocation,20230610_043000.WAV
394.5685,394.5765,28046.0,39451.0,0.669,Echolocation,20230610_043000.WAV
394.6945,394.7022,28046.0,40887.0,0.674,Echolocation,20230610_043000.WAV
394.7555,394.7624,28906.0,40883.0,0.641,Echolocation,20230610_043000.WAV
394.8155,394.8235,28906.0,42340.0,0.663,Echolocation,20230610_043000.WAV
394.9155,394.9233,28906.0,39150.0,0.61,Echolocation,20230610_043000.WAV
395.0285,395.0358,28906.0,39758.0,0.637,Echolocation,20230610_043000.WAV
395.1465,395.1539,28046.0,41390.0,0.639,Echolocation,20230610_043000.WAV
395.2615,395.2709,28906.0,37594.0,0.542,Echolocation,20230610_043000.WAV
395.3785,395.3866,28046.0,39507.0,0.646,Echolocation,20230610_043000.WAV
395.5035,395.511,28046.0,40510.0,0.654,Echolocation,20230610_043000.WAV
395.6325,395.6404,27187.0,39065.0,0.654,Echolocation,20230610_043000.WAV
395.7565,395.7652,28046.0,39696.0,0.626,Echolocation,20230610_043000.WAV
395.8205,395.8285,28906.0,41318.0,0.606,Echolocation,20230610_043000.WAV
395.9395,395.9477,28046.0,44539.0,0.637,Echolocation,20230610_043000.WAV
395.9975,396.0033,28046.0,40874.0,0.559,Echolocation,20230610_043000.WAV
396.0555,396.0644,28906.0,39248.0,0.552,Echolocation,20230610_043000.WAV
396.1665,396.1748,27187.0,39334.0,0.665,Echolocation,20230610_043000.WAV
396.2895,396.2994,28046.0,38371.0,0.578,Echolocation,20230610_043000.WAV
396.3945,396.4024,28046.0,38238.0,0.618,Echolocation,20230610_043000.WAV
396.5335,396.5417,27187.0,37583.0,0.632,Echolocation,20230610_043000.WAV
396.6635,396.6717,26328.0,41403.0,0.708,Echolocation,20230610_043000.WAV
396.9265,396.9348,26328.0,42083.0,0.709,Echolocation,20230610_043000.WAV
397.0565,397.0649,26328.0,43458.0,0.725,Echolocation,20230610_043000.WAV
397.1815,397.1904,26328.0,39183.0,0.621,Echolocation,20230610_043000.WAV
397.3085,397.3183,26328.0,40133.0,0.637,Echolocation,20230610_043000.WAV
397.4425,397.4532,26328.0,42763.0,0.637,Echolocation,20230610_043000.WAV
397.5745,397.5845,26328.0,41026.0,0.718,Echolocation,20230610_043000.WAV
397.7035,397.7113,27187.0,42748.0,0.667,Echolocation,20230610_043000.WAV
397.9455,397.9539,27187.0,41671.0,0.633,Echolocation,20230610_043000.WAV
398.0715,398.0792,27187.0,42251.0,0.691,Echolocation,20230610_043000.WAV
398.1995,398.2088,27187.0,41080.0,0.675,Echolocation,20230610_043000.WAV
398.3255,398.3351,26328.0,38935.0,0.589,Echolocation,20230610_043000.WAV
398.5935,398.6023,26328.0,39278.0,0.613,Echolocation,20230610_043000.WAV
398.7305,398.7403,27187.0,38812.0,0.612,Echolocation,20230610_043000.WAV
398.8725,398.8821,27187.0,41822.0,0.63,Echolocation,20230610_043000.WAV
398.9805,398.9917,27187.0,40662.0,0.523,Echolocation,20230610_043000.WAV
399.0435,399.0518,26328.0,38873.0,0.509,Echolocation,20230610_043000.WAV
399.1395,399.1496,28046.0,41888.0,0.512,Echolocation,20230610_043000.WAV
399.3485,399.356,27187.0,39873.0,0.615,Echolocation,20230610_043000.WAV
399.3915,399.3998,27187.0,40124.0,0.643,Echolocation,20230610_043000.WAV
399.5205,399.5309,27187.0,39580.0,0.586,Echolocation,20230610_043000.WAV
