,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file
25,0.7395,0.7476,28906,40399,Eptesicus serotinus,0.01,0.029,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
26,0.7675,0.779,22890,27268,Nyctalus leisleri,0.012,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
27,0.8135,0.8226,25468,36258,Eptesicus serotinus,0.008,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
28,0.8795,0.8888,25468,34724,Eptesicus serotinus,0.008,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
29,0.8805,0.9228,68437,82802,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
30,0.9005,0.9133,17734,24233,Nyctalus noctula,0.028,0.044,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
31,0.9185,0.9547,68437,81506,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
32,0.9255,0.9633,68437,81704,Rhinolophus ferrumequinum,0.023,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
33,0.9295,0.9378,50390,55823,Pipistrellus pipistrellus,0.021,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
34,0.9625,0.9725,28046,35999,Eptesicus serotinus,0.011,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
35,0.9845,0.9955,24609,30156,Eptesicus serotinus,0.032,0.083,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
36,1.0425,1.0495,14296,25591,Plecotus auritus,0.017,0.026,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
37,1.0525,1.0625,27187,36676,Eptesicus serotinus,0.021,0.036,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
38,1.0665,1.076,28906,37006,Eptesicus serotinus,0.009,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
39,1.0875,1.0992,22031,26304,Nyctalus leisleri,0.014,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
40,1.1235,1.1358,18593,24007,Nyctalus noctula,0.01,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
41,1.2325,1.2411,48671,55528,Pipistrellus pipistrellus,0.021,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
42,1.2965,1.307,21171,25886,Nyctalus leisleri,0.01,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
43,1.3195,1.3317,25468,32007,Eptesicus serotinus,0.013,0.027,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
44,1.3285,1.3671,68437,82508,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
45,1.3425,1.3486,14296,29443,Plecotus auritus,0.047,0.057,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
46,1.3575,1.3683,22031,26975,Nyctalus leisleri,0.011,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
47,1.3615,1.3689,27187,41533,Eptesicus serotinus,0.006,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
48,1.3775,1.3875,50390,55292,Pipistrellus pipistrellus,0.047,0.052,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
49,1.4115,1.4525,68437,82585,Rhinolophus ferrumequinum,0.04,0.04,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
50,1.4575,1.4965,68437,82684,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
51,1.4745,1.5141,68437,82715,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
52,1.5085,1.5501,68437,83574,Rhinolophus ferrumequinum,0.029,0.029,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
53,1.5215,1.5637,68437,82373,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
54,1.5275,1.5681,68437,82897,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
55,1.5345,1.5446,28906,37227,Eptesicus serotinus,0.011,0.028,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
56,1.5615,1.5722,23750,28955,Nyctalus leisleri,0.015,0.03,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
57,1.5775,1.587,25468,33295,Eptesicus serotinus,0.01,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
58,1.5955,1.6035,27187,40297,Eptesicus serotinus,0.008,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
59,1.6545,1.6602,47812,56185,Pipistrellus pipistrellus,0.025,0.027,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
60,1.6675,1.6754,28906,43094,Eptesicus serotinus,0.008,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
61,1.7025,1.7133,22890,27853,Nyctalus leisleri,0.012,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
62,1.7135,1.7212,27187,39475,Eptesicus serotinus,0.007,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
63,1.7295,1.7371,46953,51351,Pipistrellus pipistrellus,0.388,0.428,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
64,1.7615,1.8039,68437,83835,Rhinolophus ferrumequinum,0.038,0.038,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
65,1.8085,1.8204,27187,34781,Eptesicus serotinus,0.019,0.034,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
66,1.8325,1.8431,23750,30095,Nyctalus leisleri,0.01,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
67,1.8435,1.8514,23750,31972,Plecotus austriacus,0.01,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
68,1.8855,1.9243,68437,81980,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
69,1.9095,1.9161,23750,34469,Plecotus austriacus,0.012,0.027,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
70,1.9145,1.9224,46093,49769,Pipistrellus pipistrellus,0.022,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
71,1.9975,2.0078,22031,27932,Nyctalus leisleri,0.009,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
72,2.0135,2.0502,68437,80724,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
73,2.0165,2.0278,25468,41775,Eptesicus serotinus,0.019,0.042,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
74,2.0015,2.0327,68437,79716,Rhinolophus ferrumequinum,0.06,0.06,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
75,2.0015,2.0104,27187,36918,Nyctalus leisleri,0.008,0.028,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
76,2.0435,2.0535,22031,27474,Nyctalus leisleri,0.008,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
77,2.0495,2.087,68437,82316,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
78,2.1135,2.1204,23750,40152,Myotis nattereri,0.01,0.03,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
79,2.1575,2.1625,39218,67737,Myotis bechsteinii,0.011,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
80,2.1755,2.2153,68437,82413,Rhinolophus ferrumequinum,0.036,0.036,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
81,2.2155,2.2266,22031,27472,Nyctalus leisleri,0.01,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
82,2.2475,2.2854,68437,82096,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
83,2.2715,2.2789,16015,25512,Plecotus auritus,0.024,0.041,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
84,2.2895,2.3005,24609,29519,Nyctalus leisleri,0.01,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
85,2.3105,2.3481,68437,82264,Rhinolophus ferrumequinum,0.028,0.028,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
86,2.3165,2.3274,23750,28815,Nyctalus leisleri,0.012,0.026,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
87,2.3215,2.3328,49531,57576,Pipistrellus pipistrellus,0.025,0.03,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
88,2.3505,2.3615,36640,44678,Pipistrellus nathusii,0.007,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
89,2.3535,2.3888,68437,81811,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
90,2.3745,2.4167,68437,82727,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
91,2.3825,2.3902,22890,30958,Plecotus austriacus,0.015,0.029,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
92,2.4295,2.4712,68437,82313,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
93,2.4305,2.4373,13437,25179,Plecotus auritus,0.035,0.043,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
94,2.4375,2.4435,24609,44045,Myotis nattereri,0.009,0.022,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
95,2.4725,2.4796,23750,32720,Plecotus austriacus,0.014,0.027,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
96,2.4985,2.5053,24609,35910,Plecotus austriacus,0.01,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
97,2.5105,2.5509,68437,83114,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
98,2.5195,2.5317,23750,28427,Nyctalus leisleri,0.015,0.03,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
99,2.5295,2.5458,22890,26186,Nyctalus leisleri,0.014,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
100,2.5705,2.609,68437,82586,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
101,2.6005,2.6069,24609,37688,Plecotus austriacus,0.008,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
102,2.6295,2.669,68437,82520,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
103,2.6525,2.6892,68437,81006,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
104,2.6585,2.6671,46093,50384,Pipistrellus pipistrellus,0.12,0.128,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
105,2.6625,2.6971,68437,81011,Rhinolophus ferrumequinum,0.028,0.029,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
106,2.6635,2.6694,24609,40872,Plecotus austriacus,0.029,0.056,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
107,2.6855,2.7243,68437,82012,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
108,2.6925,2.7001,23750,37669,Plecotus austriacus,0.012,0.03,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
109,2.7925,2.7977,36640,69651,Myotis bechsteinii,0.016,0.031,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
110,2.7935,2.7995,46093,53707,Pipistrellus pipistrellus,0.093,0.098,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
111,2.8365,2.8701,68437,81360,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
112,2.8515,2.8849,68437,81163,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
113,2.8675,2.8793,15156,20090,Nyctalus noctula,0.016,0.027,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
114,2.8685,2.8777,50390,54223,Pipistrellus pipistrellus,0.024,0.027,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
115,2.8815,2.9223,68437,82502,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
116,2.8905,2.9331,68437,83671,Rhinolophus ferrumequinum,0.039,0.039,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
117,2.9295,2.9363,46093,55027,Pipistrellus pipistrellus,0.054,0.059,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
118,2.9315,2.9374,24609,42312,Plecotus austriacus,0.014,0.034,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
119,2.9315,2.9362,30625,61031,Myotis nattereri,0.017,0.04,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
120,3.0075,3.0419,68437,81673,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
121,3.0495,3.095,68437,83487,Rhinolophus ferrumequinum,0.029,0.029,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
122,3.0505,3.0573,24609,39196,Plecotus austriacus,0.01,0.026,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
123,3.1075,3.1464,68437,82552,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
124,3.1655,3.1702,30625,46438,Plecotus auritus,0.009,0.03,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
125,3.1665,3.1727,24609,40223,Plecotus austriacus,0.013,0.034,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
126,3.1815,3.2194,68437,81528,Rhinolophus ferrumequinum,0.029,0.029,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
127,3.1905,3.1952,36640,49956,Barbastellus barbastellus,0.006,0.026,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
128,3.2035,3.2379,68437,80805,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
129,3.2245,3.2351,23750,30970,Nyctalus leisleri,0.01,0.03,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
130,3.2255,3.2636,68437,82093,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
131,3.2595,3.2963,68437,81824,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
132,3.3155,3.3267,23750,28569,Nyctalus leisleri,0.011,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
133,3.3155,3.3543,68437,82018,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
134,3.3415,3.3711,67578,78481,Rhinolophus ferrumequinum,0.021,0.022,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
135,3.3795,3.3901,22031,27104,Nyctalus leisleri,0.01,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
136,3.4095,3.4165,24609,39891,Plecotus austriacus,0.011,0.027,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
137,3.4295,3.4358,23750,39733,Plecotus austriacus,0.01,0.027,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
138,3.4485,3.4555,23750,37797,Plecotus austriacus,0.008,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
139,3.4855,3.5187,68437,80899,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
140,3.4995,3.5403,68437,82970,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
141,3.5025,3.5091,24609,36068,Plecotus austriacus,0.011,0.026,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
142,3.5465,3.5549,30625,41597,Eptesicus serotinus,0.008,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
143,3.5485,3.5553,24609,41632,Myotis nattereri,0.008,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
144,3.5975,3.6356,68437,82509,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
145,3.6135,3.6227,48671,54335,Pipistrellus pipistrellus,0.021,0.022,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
146,3.6605,3.6679,51250,58603,Pipistrellus pipistrellus,0.028,0.035,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
147,3.6725,3.6795,24609,39054,Plecotus austriacus,0.007,0.022,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
148,3.6835,3.7227,68437,81835,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
149,3.6895,3.7295,68437,81978,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
150,3.6935,3.7026,44375,54089,Pipistrellus pipistrellus,0.02,0.027,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
151,3.6945,3.7015,24609,40510,Plecotus austriacus,0.009,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
152,3.6945,3.701,37500,61606,Myotis bechsteinii,0.01,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
153,3.6975,3.7347,68437,82690,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
154,3.7385,3.782,68437,83321,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
155,3.7505,3.7631,21171,25203,Nyctalus leisleri,0.011,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
156,3.7505,3.7859,68437,81779,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
157,3.7705,3.7771,45234,54096,Pipistrellus pipistrellus,0.466,0.512,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
158,3.8185,3.8249,25468,43646,Myotis nattereri,0.01,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
159,3.8285,3.8401,23750,28703,Nyctalus leisleri,0.015,0.029,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
160,3.8545,3.893,68437,82680,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
161,3.8545,3.8637,24609,33078,Plecotus austriacus,0.007,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
162,3.8615,3.8699,46093,51396,Pipistrellus pipistrellus,0.024,0.026,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
163,3.8625,3.8715,27187,35914,Eptesicus serotinus,0.01,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
164,3.8865,3.8937,22031,30213,Plecotus austriacus,0.016,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
165,3.8875,3.9302,68437,83339,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
166,3.8965,3.9346,68437,82328,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
167,3.9105,3.9154,45234,59565,Pipistrellus pipistrellus,0.266,0.355,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
168,3.9945,4.0029,28906,43588,Eptesicus serotinus,0.008,0.023,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
169,4.0165,4.027,25468,44490,Eptesicus serotinus,0.015,0.044,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
170,4.0015,4.0111,23750,30713,Nyctalus leisleri,0.015,0.038,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
171,4.0015,4.0109,48671,54106,Pipistrellus pipistrellus,0.017,0.024,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
172,4.0015,4.0335,68437,79546,Rhinolophus ferrumequinum,0.024,0.025,-1,Echolocation,/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV
