KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,23040.0,9.762251939246925,66.9075,66.9162,20312.0,27938.0,Echolocation,Plecotus austriacus,0.097,0.319,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_022/20251030_225000.WAV,recover-20251113,UBNA_022,Foliage
HF,47040.0,2.6987865344051154,222.8435,222.8485,45234.0,52892.0,Echolocation,Pipistrellus pipistrellus,0.303,0.321,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_022/20251030_225000.WAV,recover-20251113,UBNA_022,Foliage
LF,23040.0,10.648046343635272,284.1755,284.1798,18593.0,31369.0,Echolocation,Plecotus auritus,0.224,0.384,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_022/20251030_225000.WAV,recover-20251113,UBNA_022,Foliage
LF,22080.0,0.7423669772247825,56.9915,57.0083,21171.0,25634.0,Echolocation,Nyctalus leisleri,0.152,0.311,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_022/20251030_231000.WAV,recover-20251113,UBNA_022,Foliage
LF,21120.0,6.0461989020274745,122.6345,122.6516,20312.0,23234.0,Echolocation,Nyctalus leisleri,0.398,0.416,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_022/20251030_231000.WAV,recover-20251113,UBNA_022,Foliage
LF,24000.0,0.8688230605705212,282.2645,282.2787,23750.0,28103.0,Echolocation,Nyctalus leisleri,0.179,0.307,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_022/20251030_232000.WAV,recover-20251113,UBNA_022,Foliage
LF,24000.0,11.172703967386346,175.1635,175.1752,23750.0,27197.0,Echolocation,Nyctalus leisleri,0.258,0.36,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_022/20251031_000000.WAV,recover-20251113,UBNA_022,Foliage
LF,25920.0,2.1362378753454236,124.62950000000001,124.6395,24609.0,30137.0,Echolocation,Eptesicus serotinus,0.136,0.338,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_022/20251031_005000.WAV,recover-20251113,UBNA_022,Foliage
LF,24000.0,3.5849190897701173,187.6745,187.6922,23750.0,26983.0,Echolocation,Nyctalus leisleri,0.353,0.396,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_022/20251031_010000.WAV,recover-20251113,UBNA_022,Foliage
HF,46080.0,4.083391867207867,281.4175,281.4229,45234.0,54940.0,Echolocation,Pipistrellus pipistrellus,0.369,0.431,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_022/20251031_011000.WAV,recover-20251113,UBNA_022,Foliage
HF,46080.0,4.041007454035502,281.4995,281.5036,31484.0,70831.0,Echolocation,Myotis mystacinus,0.118,0.302,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_022/20251031_011000.WAV,recover-20251113,UBNA_022,Foliage
HF,48000.0,1.6627372627749295,281.6585,281.664,46953.0,57321.0,Echolocation,Pipistrellus pipistrellus,0.256,0.314,-1,192000.0,/mnt/ubna_data_06/recover-20251113/UBNA_022/20251031_011000.WAV,recover-20251113,UBNA_022,Foliage
