date_and_time_UTC,activity_index,LFactivity_index,HFactivity_index
2026-08-05 18:30:00+00:00,8.333333333333332,6.666666666666667,1.6666666666666667
2026-08-05 18:40:00+00:00,0.0,0.0,0.0
2026-08-05 18:50:00+00:00,0.0,0.0,0.0
2026-08-05 19:00:00+00:00,15.0,8.333333333333332,6.666666666666667
2026-08-05 19:10:00+00:00,0.0,0.0,0.0
2026-08-05 19:20:00+00:00,0.0,0.0,0.0
2026-08-05 19:30:00+00:00,6.666666666666667,6.666666666666667,0.0
2026-08-05 19:40:00+00:00,0.0,0.0,0.0
2026-08-05 19:50:00+00:00,0.0,0.0,0.0
2026-08-05 20:00:00+00:00,,,
