KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,60480.0,8.940003861617697,0.3585,0.3727,56406.0,60860.0,Pipistrellus pygmaeus,0.311,0.323,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
HF,65280.0,2.4810064378202803,1.4505,1.4615,59843.0,64895.0,Pipistrellus pygmaeus,0.268,0.313,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
HF,65280.0,1.867166345486949,2.5935,2.6023,59843.0,64684.0,Pipistrellus pygmaeus,0.358,0.369,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
HF,65280.0,0.03305301146889742,3.6575,3.6685,59843.0,65093.0,Pipistrellus pipistrellus,0.191,0.359,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
HF,65280.0,-4.926065721534439,4.1685,4.1808,58125.0,64154.0,Pipistrellus pygmaeus,0.311,0.319,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
HF,65280.0,0.7767939494338992,6.8005,6.8078,59843.0,68061.0,Pipistrellus pygmaeus,0.147,0.323,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
HF,43200.0,7.187673058901488,8.2435,8.2539,42656.0,49420.0,Pipistrellus pipistrellus,0.255,0.327,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
HF,49920.0,2.970599175226261,8.5235,8.5349,50390.0,54626.0,Pipistrellus pipistrellus,0.276,0.336,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
LF,32640.0,-0.17862220936290008,8.5235,8.5339,23750.0,29589.0,Nyctalus leisleri,0.27,0.41,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
HF,48960.0,8.171760781042128,8.9825,8.9944,46953.0,50585.0,Pipistrellus pipistrellus,0.269,0.316,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
LF,32640.0,3.2317556889574037,9.7975,9.8124,27187.0,30763.0,Nyctalus leisleri,0.234,0.313,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
HF,65280.0,4.796645979512374,16.8395,16.8518,59843.0,64643.0,Pipistrellus pipistrellus,0.24,0.356,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
HF,65280.0,5.059295503232918,23.2095,23.2212,58984.0,63867.0,Pipistrellus pipistrellus,0.175,0.309,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
HF,65280.0,-0.2900184630024866,42.3875,42.3947,59843.0,64686.0,Pipistrellus pygmaeus,0.372,0.379,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
LF,23040.0,2.087177502281387,56.786500000000004,56.803200000000004,23750.0,27434.0,Nyctalus leisleri,0.286,0.383,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
HF,42240.0,2.5330988388699405,57.411500000000004,57.421800000000005,40937.0,45061.0,Pipistrellus nathusii,0.359,0.384,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20251016/UBNA_027/20251002_223000.WAV,recover-20251016,UBNA_027,E18 Bridge
