KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,3.8012657574776605,37.4005,37.4108,62421.0,71361.0,Echolocation,Pipistrellus pipistrellus,0.215,0.408,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,65280.0,1.2682460224259735,57.6045,57.6126,62421.0,67007.0,Echolocation,Pipistrellus pygmaeus,0.424,0.43,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,65280.0,11.697603089525941,91.2595,91.2776,65000.0,69695.0,Echolocation,Pipistrellus pygmaeus,0.388,0.393,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,60480.0,4.973957700707896,115.9195,115.93209999999999,55546.0,60712.0,Echolocation,Pipistrellus pygmaeus,0.297,0.328,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,65280.0,-0.6411434386809901,130.9765,130.9878,59843.0,64537.0,Echolocation,Pipistrellus pipistrellus,0.191,0.335,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,65280.0,-0.3863919546342337,133.1765,133.1865,59843.0,64704.0,Echolocation,Pipistrellus pygmaeus,0.295,0.311,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,65280.0,-0.15835540211048799,137.1775,137.1837,59843.0,68453.0,Echolocation,Pipistrellus pygmaeus,0.353,0.364,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,60480.0,9.734691397516158,144.3705,144.3817,55546.0,60580.0,Echolocation,Pipistrellus pygmaeus,0.277,0.326,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,65280.0,-0.4498092226643738,144.9325,144.9455,59843.0,65139.0,Echolocation,Pipistrellus pygmaeus,0.29,0.301,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,65280.0,-1.2014968838043374,151.6835,151.6948,55546.0,64638.0,Echolocation,Pipistrellus pygmaeus,0.291,0.374,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,65280.0,2.3043992438043377,161.1985,161.2118,62421.0,67097.0,Echolocation,Pipistrellus pygmaeus,0.376,0.427,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
LF,32640.0,-0.22094385368589928,161.2735,161.2847,22031.0,29351.0,Echolocation,Eptesicus serotinus,0.131,0.331,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,65280.0,1.5436987402256872,174.1015,174.1101,59843.0,64005.0,Echolocation,Pipistrellus pygmaeus,0.304,0.311,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,65280.0,0.8843505784371892,174.2245,174.2385,59843.0,64830.0,Echolocation,Pipistrellus pygmaeus,0.31,0.324,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
LF,32640.0,-0.8018262939235249,191.6005,191.6044,26328.0,38032.0,Echolocation,Plecotus auritus,0.217,0.385,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,65280.0,-0.4891479758380541,192.7055,192.7144,59843.0,64939.0,Echolocation,Pipistrellus pygmaeus,0.294,0.307,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
HF,65280.0,0.43109904852240466,192.9085,192.9163,60703.0,65321.0,Echolocation,Pipistrellus pygmaeus,0.463,0.494,-1,192000.0,/mnt/ubna_data_07/recover-20260601/UBNA_030/20260518_193000.WAV,recover-20260601,UBNA_030,E18 Bridge
