KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,1.5805773446283446,0.0675,0.0831,62421.0,66350.0,Pipistrellus pygmaeus,0.377,0.386,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,-0.38084901434011487,0.1315,0.1464,58125.0,63010.0,Pipistrellus pygmaeus,0.309,0.334,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,-0.4782217650040913,0.1965,0.2128,63281.0,66811.0,Pipistrellus pygmaeus,0.305,0.308,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,-0.18985250923065203,1.0605,1.0749,58984.0,64481.0,Pipistrellus pygmaeus,0.286,0.333,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,0.13054268174475772,2.3175,2.3351,62421.0,66835.0,Pipistrellus pygmaeus,0.346,0.359,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,-1.662669363942154,5.0975,5.1114,63281.0,67639.0,Pipistrellus pygmaeus,0.387,0.405,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,-0.25460251257328326,11.2755,11.2834,59843.0,66207.0,Pipistrellus pygmaeus,0.355,0.396,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,-0.399432738378489,11.3155,11.3318,62421.0,66496.0,Pipistrellus pygmaeus,0.316,0.358,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,-0.039995995731863666,11.5585,11.5657,58984.0,65475.0,Pipistrellus pygmaeus,0.234,0.314,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,1.1136811570226606,13.7255,13.737,59843.0,65427.0,Pipistrellus pygmaeus,0.296,0.303,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,3.77837223010322,13.8435,13.8561,59843.0,63968.0,Pipistrellus pygmaeus,0.175,0.306,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
LF,32640.0,1.790970195922152,14.2345,14.2465,25468.0,31192.0,Nyctalus leisleri,0.159,0.305,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,10.075729542960278,15.5585,15.5754,65000.0,70319.0,Pipistrellus pygmaeus,0.324,0.338,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
LF,28800.0,-5.169598905020249,24.7045,24.7197,22031.0,26578.0,Nyctalus leisleri,0.285,0.394,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
LF,32640.0,2.289660311979524,27.3805,27.3966,24609.0,29060.0,Nyctalus leisleri,0.2,0.313,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,2.7676371565981386,30.5825,30.5904,59843.0,64737.0,Pipistrellus pipistrellus,0.204,0.416,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,-0.24133717913571856,30.6735,30.681,59843.0,64255.0,Pipistrellus pygmaeus,0.386,0.397,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,65280.0,0.5110476908181947,30.7415,30.7499,59843.0,65701.0,Pipistrellus pipistrellus,0.18,0.391,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
LF,32640.0,-0.19941600870896078,37.957499999999996,37.973,22890.0,28122.0,Nyctalus leisleri,0.167,0.337,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
HF,60480.0,-0.20663360178729925,38.3715,38.388,58984.0,62486.0,Pipistrellus pygmaeus,0.232,0.37,-1,Echolocation,192000.0,/mnt/ubna_data_07/recover-20260610/UBNA_026/20260601_190000.WAV,recover-20260610,UBNA_026,E18 Bridge
