Time (UTC),07/10/25,07/11/25,07/12/25,07/13/25,07/14/25,07/15/25,07/16/25,07/17/25,07/18/25,07/19/25,07/20/25,07/21/25
00:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012655555555555533
03:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:30,,0.0,0.0,0.0,0.0,0.0,4.405255555555557,1.638911111111111,0.0,0.13896666666666666,0.0,0.0
05:00,,1.3581222222222225,0.7826444444444446,0.16805555555555554,1.5280222222222222,1.1166666666666667,1.010688888888889,2.4482332222222216,1.2121222222222223,6.833044444444444,4.766566666666666,2.444733333333333
05:30,,5.458255555555556,4.8662,0.20907777777777778,2.8188,2.4330666666666665,10.820244333333335,1.2140888888888888,2.3405888888888886,9.616966666666668,8.287177666666667,2.9214888888888884
06:00,,8.994944333333333,0.3311444444444444,0.3325222222222223,0.9273666666666666,1.8023777777777779,1.214511111111111,0.0,0.7899666666666668,13.888744444444447,0.0,0.4534
06:30,,0.14822222222222223,0.5635222222222221,1.569311111111111,0.7662666666666667,1.7933666666666668,2.3260888888888887,2.645988888888889,2.613977777777778,17.006866666666667,2.1784777777777777,4.207433333333333
07:00,,0.0,3.927055555555555,1.1568666666666667,1.1811666666666667,0.0,0.0,0.0,0.5677888888888888,24.540666666666667,0.0,0.0
07:30,,0.05769999999999997,2.708011111111111,2.3494776666666666,0.0,0.0,0.3606777777777778,0.0,5.762277777777778,3.2106222222222223,0.0,0.16276666666666667
08:00,,0.0,0.0,3.7312443333333327,0.8137777777777777,0.7948333333333334,1.7844111111111112,0.0,25.360144444444444,0.0,0.0,1.2914333333333337
08:30,,0.0,1.2719000000000003,0.0,0.12865555555555555,0.7411111111111112,1.187388888888889,0.6374444444444443,0.07889999999999997,1.8867666666666665,0.0,0.0
09:00,,0.0,1.1824555555555556,1.7036555555555557,0.6378888888888888,1.7570444444444446,4.527066666666667,0.0,0.7869222222222222,2.4034333333333335,0.0,0.0
09:30,,0.0,0.5562111111111111,1.8514111111111113,1.2624222222222221,0.7880777777777777,0.6797666666666666,2.8472333333333335,3.9049777777777788,0.8283555555555555,0.0,0.0
10:00,,0.0,1.7130888888888887,2.946988888888889,0.0,2.3062444444444448,0.5995222222222222,2.646044444444444,0.0,3.959744444444445,0.0,0.0
10:30,,1.9823222222222225,0.0,4.145322222222222,0.0785,0.6898444444444443,0.0,0.0,0.0,0.0585111111111111,0.0,0.0
11:00,,0.0,0.0,0.019577777777777767,0.31461111111111106,1.2378,0.2104222222222222,0.0,0.9975222222222223,1.167022222222222,0.0,0.0
11:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020622222222222198
13:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:00,0.11021111111111109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19:30,2.191411111111111,0.0,0.0,1.1267666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20:00,0.5839333333333333,0.0,0.0,0.0,0.0,0.11764444444444444,0.0,0.0,0.28817777777777775,0.0,0.0,0.0
20:30,0.0,0.0,0.0,0.0,0.1482888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
