start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,input_file,Recover Folder,SD Card,Site name
20.8815,20.8913,27187.0,41659.0,Eptesicus serotinus,0.382,0.695,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
21.0095,21.0201,26328.0,43779.0,Eptesicus serotinus,0.568,0.715,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
21.1435,21.1524,27187.0,45965.0,Eptesicus serotinus,0.496,0.729,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
21.2925,21.3027,26328.0,39494.0,Eptesicus serotinus,0.472,0.708,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
21.4435,21.4536,26328.0,40869.0,Eptesicus serotinus,0.462,0.697,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
21.5775,21.5871,27187.0,36588.0,Eptesicus serotinus,0.325,0.655,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
21.7165,21.7247,26328.0,37433.0,Eptesicus serotinus,0.415,0.706,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
21.9065,21.9154,26328.0,33789.0,Nyctalus leisleri,0.423,0.596,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
22.0355,22.0443,25468.0,37632.0,Eptesicus serotinus,0.53,0.642,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
22.1795,22.1875,27187.0,36811.0,Eptesicus serotinus,0.396,0.599,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
22.3205,22.3292,26328.0,34945.0,Eptesicus serotinus,0.374,0.539,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
22.6105,22.6186,26328.0,35473.0,Eptesicus serotinus,0.321,0.657,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
22.9085,22.918,26328.0,32964.0,Nyctalus leisleri,0.334,0.611,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
23.0165,23.0261,26328.0,35146.0,Eptesicus serotinus,0.314,0.597,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
23.2295,23.2384,28046.0,35632.0,Eptesicus serotinus,0.295,0.628,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
23.6715,23.6798,27187.0,34851.0,Eptesicus serotinus,0.309,0.579,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
23.7255,23.7355,23750.0,29951.0,Nyctalus leisleri,0.365,0.607,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
23.9715,23.9818,23750.0,30083.0,Nyctalus leisleri,0.33,0.504,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
24.1095,24.1198,24609.0,30819.0,Nyctalus leisleri,0.26,0.556,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
24.2405,24.2499,24609.0,31864.0,Nyctalus leisleri,0.298,0.593,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
24.3815,24.3917,25468.0,32579.0,Eptesicus serotinus,0.249,0.555,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
24.4645,24.4732,27187.0,37576.0,Eptesicus serotinus,0.407,0.664,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
24.5145,24.5256,23750.0,32792.0,Eptesicus serotinus,0.284,0.62,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
24.6065,24.6147,27187.0,36365.0,Eptesicus serotinus,0.394,0.614,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
24.6485,24.6597,23750.0,31070.0,Nyctalus leisleri,0.49,0.67,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
24.7455,24.7547,27187.0,35738.0,Nyctalus leisleri,0.388,0.709,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
24.7805,24.7914,24609.0,31948.0,Nyctalus leisleri,0.286,0.568,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
24.8235,24.8342,28046.0,34696.0,Eptesicus serotinus,0.261,0.502,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
24.8825,24.8909,27187.0,36378.0,Eptesicus serotinus,0.353,0.625,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
24.9205,24.9301,24609.0,32931.0,Nyctalus leisleri,0.354,0.64,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
25.0085,25.0176,27187.0,36243.0,Eptesicus serotinus,0.326,0.564,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
25.0495,25.0591,24609.0,32699.0,Eptesicus serotinus,0.284,0.574,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
25.1835,25.1942,24609.0,36609.0,Eptesicus serotinus,0.443,0.673,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
25.2615,25.2708,27187.0,34902.0,Eptesicus serotinus,0.307,0.552,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
25.3975,25.4064,27187.0,35219.0,Eptesicus serotinus,0.339,0.613,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
25.4795,25.4919,23750.0,34707.0,Eptesicus serotinus,0.416,0.69,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
25.5325,25.5423,27187.0,36154.0,Eptesicus serotinus,0.359,0.582,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
25.6855,25.6947,27187.0,35150.0,Nyctalus leisleri,0.329,0.605,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
25.7465,25.758,23750.0,36503.0,Eptesicus serotinus,0.361,0.688,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
25.8445,25.8555,26328.0,34073.0,Nyctalus leisleri,0.332,0.655,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
25.8925,25.904,23750.0,33959.0,Eptesicus serotinus,0.383,0.642,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
25.9955,26.0034,26328.0,36884.0,Eptesicus serotinus,0.409,0.505,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
26.0335,26.0432,24609.0,32766.0,Eptesicus serotinus,0.271,0.548,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
26.1475,26.1572,27187.0,33835.0,Nyctalus leisleri,0.3,0.57,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
26.1725,26.1826,24609.0,32927.0,Eptesicus serotinus,0.309,0.546,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
26.2945,26.3057,24609.0,36748.0,Nyctalus leisleri,0.327,0.651,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
26.4025,26.4111,27187.0,34476.0,Eptesicus serotinus,0.298,0.588,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
26.4445,26.4577,23750.0,36590.0,Eptesicus serotinus,0.449,0.665,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
26.5825,26.5925,24609.0,37742.0,Eptesicus serotinus,0.264,0.646,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
26.6055,26.6149,26328.0,33630.0,Nyctalus leisleri,0.279,0.57,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
26.8335,26.8449,23750.0,35963.0,Eptesicus serotinus,0.406,0.688,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
26.9745,26.9856,23750.0,31961.0,Eptesicus serotinus,0.298,0.622,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
27.2295,27.2407,23750.0,30716.0,Nyctalus leisleri,0.325,0.596,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
27.5065,27.5189,22890.0,29706.0,Nyctalus leisleri,0.213,0.612,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
27.7745,27.7844,22890.0,30986.0,Eptesicus serotinus,0.223,0.585,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
28.0915,28.0998,27187.0,34358.0,Eptesicus serotinus,0.331,0.554,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
28.3045,28.314,22890.0,31165.0,Eptesicus serotinus,0.283,0.645,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
28.7345,28.7448,22890.0,28883.0,Nyctalus leisleri,0.26,0.543,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
29.3865,29.3952,27187.0,35320.0,Eptesicus serotinus,0.369,0.585,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
29.6185,29.6266,28046.0,39517.0,Eptesicus serotinus,0.461,0.547,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
29.8725,29.8812,27187.0,40225.0,Eptesicus serotinus,0.546,0.638,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
30.1185,30.1263,28046.0,40016.0,Eptesicus serotinus,0.508,0.62,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
30.3725,30.382,27187.0,36345.0,Eptesicus serotinus,0.335,0.617,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
30.4975,30.506,27187.0,42922.0,Eptesicus serotinus,0.552,0.684,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
30.6215,30.6298,27187.0,38011.0,Eptesicus serotinus,0.386,0.678,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
30.7395,30.7482,28046.0,44774.0,Eptesicus serotinus,0.614,0.698,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
30.8475,30.8569,27187.0,49343.0,Eptesicus serotinus,0.572,0.719,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
30.9585,30.967,27187.0,38897.0,Eptesicus serotinus,0.499,0.639,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
31.0695,31.0777,28046.0,46913.0,Eptesicus serotinus,0.561,0.707,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
31.1895,31.1976,27187.0,38090.0,Eptesicus serotinus,0.474,0.661,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
31.2885,31.297,27187.0,45154.0,Eptesicus serotinus,0.535,0.688,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
31.4255,31.4336,27187.0,44026.0,Eptesicus serotinus,0.578,0.699,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
31.549500000000002,31.5581,27187.0,43334.0,Eptesicus serotinus,0.548,0.704,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
31.6515,31.6601,28046.0,41852.0,Eptesicus serotinus,0.442,0.608,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
31.7115,31.7199,28906.0,40301.0,Eptesicus serotinus,0.513,0.621,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
31.8095,31.8171,28046.0,46280.0,Eptesicus serotinus,0.587,0.715,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
31.9075,31.9163,27187.0,37926.0,Eptesicus serotinus,0.458,0.645,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
32.0255,32.0333,28046.0,43756.0,Eptesicus serotinus,0.413,0.665,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
32.1425,32.1507,27187.0,41991.0,Eptesicus serotinus,0.531,0.73,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
32.2665,32.2757,27187.0,36008.0,Nyctalus leisleri,0.454,0.742,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
32.3895,32.3988,27187.0,36292.0,Nyctalus leisleri,0.41,0.696,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
32.533500000000004,32.543,27187.0,35751.0,Nyctalus leisleri,0.423,0.701,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
32.6175,32.6267,27187.0,36135.0,Eptesicus serotinus,0.361,0.589,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
32.7295,32.7398,27187.0,35412.0,Eptesicus serotinus,0.324,0.604,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
32.786500000000004,32.7954,27187.0,35986.0,Nyctalus leisleri,0.454,0.702,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
32.8445,32.8533,27187.0,37713.0,Eptesicus serotinus,0.418,0.665,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
32.8765,32.8872,23750.0,31071.0,Nyctalus leisleri,0.404,0.623,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
32.9335,32.9424,28046.0,35438.0,Eptesicus serotinus,0.294,0.6,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
33.0445,33.0536,28046.0,35018.0,Nyctalus leisleri,0.512,0.702,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
33.091499999999996,33.101,27187.0,39135.0,Eptesicus serotinus,0.504,0.635,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
33.1475,33.1593,23750.0,29997.0,Nyctalus leisleri,0.301,0.511,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
33.1745,33.182900000000004,27187.0,36741.0,Eptesicus serotinus,0.391,0.646,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
33.3005,33.3096,27187.0,34294.0,Nyctalus leisleri,0.352,0.614,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
33.3575,33.3669,27187.0,34881.0,Nyctalus leisleri,0.555,0.724,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
33.4195,33.4283,27187.0,38702.0,Eptesicus serotinus,0.483,0.63,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
33.533500000000004,33.5431,27187.0,36394.0,Eptesicus serotinus,0.323,0.52,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
33.5705,33.5822,23750.0,30444.0,Nyctalus leisleri,0.463,0.609,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
33.5935,33.6033,27187.0,34940.0,Nyctalus leisleri,0.305,0.538,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
33.6555,33.664699999999996,27187.0,33963.0,Nyctalus leisleri,0.343,0.6,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
33.7665,33.775,27187.0,34559.0,Nyctalus leisleri,0.461,0.668,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
33.8835,33.8928,27187.0,34305.0,Nyctalus leisleri,0.266,0.533,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
34.0325,34.0438,23750.0,30590.0,Eptesicus serotinus,0.252,0.558,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
34.1945,34.2041,23750.0,33384.0,Eptesicus serotinus,0.35,0.668,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
34.2465,34.2561,26328.0,34174.0,Nyctalus leisleri,0.266,0.56,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
34.3715,34.3818,23750.0,32521.0,Eptesicus serotinus,0.305,0.585,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
34.4935,34.5023,26328.0,34843.0,Eptesicus serotinus,0.321,0.584,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
34.6575,34.669,23750.0,30959.0,Nyctalus leisleri,0.29,0.626,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
34.8185,34.8291,24609.0,29851.0,Nyctalus leisleri,0.272,0.501,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
34.8705,34.8787,27187.0,34137.0,Eptesicus serotinus,0.292,0.557,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
35.0075,35.0188,23750.0,34985.0,Eptesicus serotinus,0.475,0.651,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
35.1795,35.191900000000004,23750.0,32326.0,Eptesicus serotinus,0.273,0.6,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
35.3135,35.323,26328.0,33497.0,Eptesicus serotinus,0.302,0.506,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
35.6485,35.66,23750.0,35640.0,Eptesicus serotinus,0.36,0.679,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
35.8295,35.8425,22890.0,34255.0,Eptesicus serotinus,0.448,0.669,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
36.2915,36.3027,23750.0,33329.0,Eptesicus serotinus,0.319,0.662,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
36.4355,36.4514,22890.0,33430.0,Eptesicus serotinus,0.253,0.592,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
36.6535,36.6666,23750.0,34137.0,Eptesicus serotinus,0.331,0.639,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
36.8005,36.8134,23750.0,37552.0,Eptesicus serotinus,0.419,0.676,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
37.0045,37.0176,23750.0,39001.0,Eptesicus serotinus,0.373,0.668,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
37.1565,37.1684,23750.0,36950.0,Eptesicus serotinus,0.555,0.709,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
37.4305,37.4428,23750.0,38594.0,Eptesicus serotinus,0.314,0.684,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
37.5835,37.5966,23750.0,46841.0,Eptesicus serotinus,0.385,0.696,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
37.7415,37.7519,24609.0,34059.0,Eptesicus serotinus,0.348,0.615,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
37.8815,37.8945,22890.0,30217.0,Nyctalus leisleri,0.356,0.623,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
38.1655,38.1766,23750.0,32515.0,Nyctalus leisleri,0.325,0.623,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
38.338499999999996,38.351,22890.0,33897.0,Nyctalus leisleri,0.308,0.597,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
38.5035,38.515,23750.0,30082.0,Nyctalus leisleri,0.479,0.64,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
38.6595,38.6712,22890.0,31089.0,Eptesicus serotinus,0.24,0.642,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
38.8135,38.8245,23750.0,32398.0,Nyctalus leisleri,0.298,0.61,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
38.9695,38.9811,23750.0,33343.0,Nyctalus leisleri,0.359,0.661,-1,Echolocation,/mnt/ubna_data_04/recover-20240729/UBNA_007/20240723_051000.WAV,recover-20240729,UBNA_007,Carp Pond
