KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,44160.0,5.354769820951439,175.1375,175.1431,41796.0,56795.0,Echolocation,Myotis daubentonii,0.224,0.519,-1,192000.0,/mnt/ubna_data_04/recover-20240820/UBNA_011/20240813_035000.WAV,recover-20240820,UBNA_011,Foliage
LF,24960.0,8.20751184939149,269.0845,269.0992,23750.0,27522.0,Echolocation,Nyctalus leisleri,0.491,0.542,-1,192000.0,/mnt/ubna_data_04/recover-20240820/UBNA_011/20240815_164000.WAV,recover-20240820,UBNA_011,Foliage
LF,24960.0,7.523248230640087,204.0465,204.0617,23750.0,27263.0,Echolocation,Nyctalus leisleri,0.48,0.523,-1,192000.0,/mnt/ubna_data_04/recover-20240820/UBNA_011/20240815_165000.WAV,recover-20240820,UBNA_011,Foliage
LF,24960.0,7.973866831110946,133.8315,133.8473,23750.0,27221.0,Echolocation,Nyctalus leisleri,0.464,0.503,-1,192000.0,/mnt/ubna_data_04/recover-20240820/UBNA_011/20240815_170000.WAV,recover-20240820,UBNA_011,Foliage
LF,24960.0,6.983481097406026,69.4735,69.4884,23750.0,27623.0,Echolocation,Nyctalus leisleri,0.408,0.528,-1,192000.0,/mnt/ubna_data_04/recover-20240820/UBNA_011/20240815_171000.WAV,recover-20240820,UBNA_011,Foliage
LF,24960.0,8.543706704108867,229.3195,229.3345,23750.0,27663.0,Echolocation,Nyctalus leisleri,0.447,0.515,-1,192000.0,/mnt/ubna_data_04/recover-20240820/UBNA_011/20240815_172000.WAV,recover-20240820,UBNA_011,Foliage
HF,53760.0,6.914607632646101,122.9435,122.9477,50390.0,62699.0,Echolocation,Pipistrellus pipistrellus,0.485,0.58,-1,192000.0,/mnt/ubna_data_04/recover-20240820/UBNA_011/20240818_065000.WAV,recover-20240820,UBNA_011,Foliage
HF,40320.0,15.431177238707983,110.1525,110.1585,35781.0,55891.0,Echolocation,Pipistrellus nathusii,0.196,0.518,-1,192000.0,/mnt/ubna_data_04/recover-20240820/UBNA_011/20240818_065000.WAV,recover-20240820,UBNA_011,Foliage
HF,41280.0,7.211790162142031,74.1945,74.1986,34921.0,45761.0,Echolocation,Barbastellus barbastellus,0.458,0.592,-1,192000.0,/mnt/ubna_data_04/recover-20240820/UBNA_011/20240818_065000.WAV,recover-20240820,UBNA_011,Foliage
LF,24960.0,7.84971440356787,96.7965,96.8114,23750.0,27940.0,Echolocation,Nyctalus leisleri,0.497,0.563,-1,192000.0,/mnt/ubna_data_04/recover-20240820/UBNA_011/20240815_174000.WAV,recover-20240820,UBNA_011,Foliage
